Unit Name,1-Jan-2021,1-Feb-2021,1-Mar-2021,1-Apr-2021,1-May-2021,1-Jun-2021,1-Jul-2021,1-Aug-2021,1-Sep-2021,1-Oct-2021,1-Nov-2021,1-Dec-2021,1-Jan-2022,1-Feb-2022,1-Mar-2022,1-Apr-2022,1-May-2022,1-Jun-2022,1-Jul-2022,1-Aug-2022,1-Sep-2022,1-Oct-2022,1-Nov-2022,1-Dec-2022
Acadia Power Partners CC ST13,1484795.96648282,1294836.269907489,1249779.607768707,1089217.722558002,1311373.9837637912,1474481.6329896757,2037322.057132925,1934562.6149640032,1464813.1339763927,1355388.3198949713,1538360.3906679917,1695304.9736227891,2031016.6371858865,1505441.8856806024,1686971.516846357,1562444.384344548,1647427.54245369,1654619.4250599914,2259145.5193676716,2054338.513548018,1608041.6918843333,1462306.8375590178,1382240.23165794,1420448.8111496042
Acadia Power Partners CC ST26,1619655.4284182237,1412442.2754435958,1363293.2549270936,1188148.026324002,1430482.0591079043,1608404.2756606764,2222365.768603199,2110273.0015920037,1597857.616547226,1478494.0823436333,1678084.9449039907,1849284.3227859978,2215487.64670887,1642176.5531102456,1840193.9636995508,1704356.4138308805,1797058.3314429321,1804903.4306799904,2464336.7753066244,2240927.7775440197,1754095.1849113335,1595123.6809161631,1507784.8708641063,1549463.8183981674
ACS Crookston ST G1,44846.10480063976,39812.15715299983,41016.80958060745,38042.01089888894,39721.811714742005,43764.820433055604,53489.26136400002,51968.39516400006,41847.36825344444,42577.78531040337,44842.573895777736,48028.86171996231,50015.03548898378,43140.455532500026,47933.99000396778,45541.925502111255,46731.88811629036,46801.37795044443,57044.242163999996,53862.72704400003,45163.56851999996,44344.33789946802,42429.54103577796,43561.59279496242
ACS Crookston ST G2,38439.51840054836,34124.70613114272,35157.26535480638,32607.437913333382,34047.26718406458,37512.70322833338,45847.93831200002,44544.33871200005,35869.17278866667,36495.244551774325,38436.49191066662,41167.59575996769,42870.03041912896,36977.533313571446,41086.2771462581,39035.93614466679,40055.90409967745,40115.46681466666,48895.064712,46168.05175200002,38711.63015999996,38009.43248525831,36368.17803066682,37338.50810996778
ACS Drayton ST G1,76888.45461709672,68257.92525428542,70323.87206161275,65223.60546666676,68103.73553612914,75034.51841666675,91705.35816000003,89098.15896000009,71747.50851333333,72999.85594354864,76882.13401333324,82344.66031193538,85749.50414225792,73963.60510714288,82181.9593645162,78080.80583333358,80121.11131935488,80240.05833333332,97799.61095999999,92345.58504000003,77432.4359999999,76028.30827451662,72745.50625333365,74686.48501193555
ACS East Grand Forks ST G1,32038.328547956968,28442.1331792856,29303.073861505312,27177.867140277813,28377.99505838714,31265.807311111148,38212.04832,37125.71532000005,29896.227821388882,30418.071130645265,32035.653120555522,34311.75555747308,35730.43650177412,30819.50376964287,34243.95353354841,32535.065839722316,33385.25090806454,33434.78426888889,40751.320319999984,38478.809520000024,32264.94959999996,31679.938223548586,30312.058220555686,31120.849182473146
ACS East Grand Forks ST G2,64076.657095913935,56884.2663585712,58606.147723010625,54355.734280555625,56755.99011677428,62531.614622222296,76424.09664,74251.4306400001,59792.455642777764,60836.14226129053,64071.306241111044,68623.51111494616,71460.87300354824,61639.00753928574,68487.90706709682,65070.13167944463,66770.50181612908,66869.56853777778,81502.64063999997,76957.61904000005,64529.89919999992,63359.87644709717,60624.11644111137,62241.69836494629
ACS Hillsboro ST G1,169552.5922156311,150506.4666997994,155008.2739467083,143760.67526240018,150100.78649758414,165471.7258876113,202390.75085040007,196611.4592904002,158180.73856028888,160937.85031699197,169563.68726235535,181642.39946425677,189192.19430893837,163151.6660195001,181287.72324947757,172241.13366444502,176729.07416590332,177009.4771924889,215899.67789039994,203809.9204344001,170781.1323119998,167644.4919202376,160394.16239435627,164666.77754925715
ACS Moorhead ST G1,32159.44926451616,27946.542499999974,32078.233800645125,32052.33341333335,27836.38831096776,29820.87009333333,42331.57912741923,42601.46823677415,29074.05695666664,32393.563132258056,32384.491199999953,33156.66874064511,34470.19710387095,29014.560757142935,34855.41907741934,34030.977619999976,36393.1738838708,31487.498719999952,45243.29676774197,45268.060115806395,31561.80145000001,34246.73389032255,32364.79776000001,32512.803698387055
ACS Moorhead ST G2,21438.18277901077,18629.674783333314,21384.022658430084,21367.017027555565,18556.07623131184,19879.01700622222,28219.32256161282,28399.286298516105,19381.09920977776,21594.5011528387,21588.191903999963,22102.92043509674,22978.669568580637,19341.67518476196,23235.441845612895,22686.061377333317,24260.75295658053,20990.083925333303,30160.455885161315,30176.995385870927,21039.576706666674,22829.847102881704,21575.062944000005,21673.68884359137
Adobe Fuel Cell FC ADB00,815.8987399924638,2670.155861293592,760.1093111892185,1163.989487466667,957.731462016688,3155.974973027615,2268.3850601229115,169.97534605283033,1254.5120691882184,712.2124767051482,394.10567333561266,32.41141412866767,848.2988679924638,2702.3293898110282,750.9814391892187,1191.6841194666658,985.4922969410491,3157.1722210276153,2845.0566767611845,3293.3527986162153,1251.7162931882187,711.0036767051483,428.98124191908823,39.942550128667676
Adobe Fuel Cell FC ADB01,407.9493699962319,1335.077930646796,380.05465559460924,581.9947437333335,478.865731008344,1577.9874865138074,1134.1925300614557,84.98767302641517,627.2560345941092,356.1062383525741,197.05283666780633,16.205707064333836,424.1494339962319,1351.1646949055141,375.49071959460935,595.8420597333329,492.74614847052453,1578.5861105138076,1422.5283383805922,1646.6763993081076,625.8581465941094,355.50183835257417,214.49062095954412,19.971275064333838
AE Hunlock 4 CT 4,84789.30994821287,29355.868172571456,51911.65269810005,40368.992579099984,118315.79586484836,62416.58574240001,74594.09859387061,79479.70266930969,85465.5520737,57687.23541480974,44688.64551119994,27501.109347048376,93466.30860023227,35527.008169028515,55745.42889753872,59661.3852126,120627.72096273868,64559.4199902,78381.87027407403,80204.52425730965,85352.9653407,56704.54900380962,42873.64702559996,26036.42863958708
Agua Mansa CT AMP1,83257.1756713258,205603.41852032943,87889.77181730719,122549.11584601147,104884.48122252774,169499.50885361768,304844.0484520056,52696.838988703326,108868.8189908934,151917.4503647784,109772.37916651266,66996.76954029631,51110.96086972498,214389.68453381967,83169.32619071694,131294.47541077062,110100.38025800817,169842.69266695937,449029.2891834077,57356.615371592925,107190.9997608641,151196.84979392448,123811.82737246138,80443.97042537032
Alameda CT 1,30792.466837146727,85051.8629572578,26395.331212722383,43480.78351999998,39822.302794078016,99261.81741991633,83459.65037110515,7841.229562479792,41321.347127293106,25426.427956193445,18698.14635213674,3879.89129733514,32478.49871806195,87008.95359666171,25892.593066091657,45100.55837333326,41158.575754078,99311.54925991633,113245.75614274922,120101.12185297292,41160.420531837306,25357.526356193455,20855.310006153857,5198.78267305519
Alameda CT 2,30792.466837146727,85051.8629572578,26395.331212722383,43480.78351999998,39822.302794078016,99261.81741991633,83459.65037110515,7841.229562479792,41321.347127293106,25426.427956193445,18698.14635213674,3879.89129733514,32478.49871806195,87008.95359666171,25892.593066091657,45100.55837333326,41158.575754078,99311.54925991633,113245.75614274922,120101.12185297292,41160.420531837306,25357.526356193455,20855.310006153857,5198.78267305519
Alamitos ST 3,589008.2519615081,1548364.8077912973,619083.728089703,868653.3394109509,747901.6115286686,1264200.772128758,2227092.6677623726,333267.1854033412,783322.5389210097,1102580.44054517,774318.157186324,439224.6282671883,313651.21500291047,1608630.4409561846,586437.995342318,928812.2371883781,784410.4218551826,1266480.1966326348,3258375.235348899,361303.19207719667,773311.8110578412,1098165.9029451706,870409.974251623,527346.5008932988
Alamitos ST 4,592840.4413610366,1561232.6084294715,622960.8910378027,874255.7213243032,752919.2304115081,1274388.6301184786,2243486.305097575,334250.2289376671,788908.1551146561,1110678.1698151568,779339.8848685885,441010.2216355661,314280.9117288403,1621895.514348845,590147.3494794471,934788.6465997191,789590.7265858015,1276652.4672949775,3281726.445069344,362469.46458241227,778929.9336476871,1106223.7418151575,875763.8792106828,529546.8279932376
Alamitos ST 5,893973.8747872415,2286998.563506767,942692.1819562253,1318665.035679332,1132167.0598012,1875433.9817996083,3335711.720432831,532013.3454540134,1179785.7902618654,1653739.0149600296,1176872.2742044427,690994.713635358,507416.3801300805,2378377.1582363043,892015.9092254981,1410771.8648972586,1188061.740420835,1879007.306599607,4894607.011600654,577533.4744976806,1162584.3462991042,1646489.3148675538,1327266.2740013665,829125.314909034
Allegheny Energy Units 1 and 2 CT UNT1,148314.092634495,87850.8382431423,142923.14912309672,117850.22841777763,111753.63490322605,144972.00880311127,282025.68716903165,278167.3631411613,240443.75140622206,226998.68096068793,178396.4409919999,182193.60845281743,189541.6178177207,153078.15750019008,174594.10749780637,127922.88729244424,124924.77900111803,293371.3767844447,296537.0874381075,281593.56065961247,240070.91326533328,224606.8666358707,169141.53005199996,127672.01358692476
Allegheny Energy Units 1 and 2 CT UNT2,149199.27759402193,88816.74440676137,143698.93964516133,118625.15928266657,112941.78562404338,146244.39148000017,283352.9392490317,279494.25920722575,241176.900174222,227423.51502129014,179079.02777599994,183437.3467396992,190853.38211724756,154384.8540876187,175708.07005896763,128830.38398755528,126223.62951875251,294147.3321208892,297929.54006886005,282949.25385561254,240803.1852942221,225005.9889444729,169748.99172000002,128905.0254312689
Allegheny Energy Units 12 & 13 CT UN12,165544.88882658095,125318.03220095247,147041.18858047324,116432.14336355578,125286.22883664572,214247.61056355463,285531.10734511714,280034.7079824532,221985.26420888928,188860.828180129,166662.61559199984,188440.3673348825,208683.5702358723,168844.35646571463,183888.364190194,128887.27894044487,139566.32594761357,224758.69954755437,301726.47351070854,283780.3123050333,221559.07933866687,185717.39668438723,156705.54841333273,170674.8112524734
Allegheny Energy Units 12 & 13 CT UN13,160658.0787963873,120854.85360876191,142173.18866477447,111597.84155911126,118593.56830554875,208650.4078657769,277599.2669914829,272222.6210312271,217550.0187520004,185934.03086038717,162758.18339244425,181071.37936516228,201602.7136327754,161646.67256780976,176990.43819647335,123091.42798577831,132132.74347509717,218868.24371377676,293430.0651456332,275877.7033958721,217144.08707200008,183070.1114681292,153160.13682444388,164039.60089307558
"Allegheny Energy Units 3, 4, 5 CC UNT3",1422611.9512745882,1237142.6829087585,1349953.9315465842,1270108.227912886,1395119.3554993537,1551804.4891591114,2090948.6254375954,2061729.4857163858,1601371.877233776,1439881.0684234789,1400023.8905280004,1647367.9825249026,1791266.6334875757,1594220.9902079972,1673519.9089174122,1381438.4412826626,1496847.773356988,1782832.8859306704,2194234.6922483495,2086322.6823081258,1597707.3626737737,1398768.9892037823,1285945.389023996,1507554.0830851626
"Allegheny Energy Units 3, 4, 5 CC UNT4",1422611.9512745882,1237142.6829087585,1349953.9315465842,1270108.227912886,1395119.3554993537,1551804.4891591114,2090948.6254375954,2061729.4857163858,1601371.877233776,1439881.0684234789,1400023.8905280004,1647367.9825249026,1791266.6334875757,1594220.9902079972,1673519.9089174122,1381438.4412826626,1496847.773356988,1782832.8859306704,2194234.6922483495,2086322.6823081258,1597707.3626737737,1398768.9892037823,1285945.389023996,1507554.0830851626
"Allegheny Energy Units 3, 4, 5 CC UNT5",1407148.7778911688,1223695.4798336634,1335280.519247165,1256302.7036964418,1379955.0146787087,1534937.0490595559,2068220.9229871863,2039319.3826107732,1583965.6611768873,1424230.187244963,1384806.2395440002,1629461.808801806,1771796.3439931455,1576892.5011839974,1655329.4751248318,1366422.8060513292,1480577.6888639773,1763454.2676053368,2170384.315158693,2063645.261848255,1580340.9782968853,1383564.9784515675,1271967.721751996,1491167.6256603235
"Allegheny Energy Units 8, 9 CT UNT8",153963.7752456779,114807.47996038105,135538.49680468853,105436.43944533332,109466.41936077463,200778.09932888823,266454.1800407303,261150.20227858215,211410.69302711159,182121.52802516136,157354.95269511102,170944.92038658145,191919.5297104529,151989.6735154289,167723.61152752722,115350.56159733381,121956.3519083875,210592.6883084434,281677.79569316003,264712.92279264616,211025.79824088892,179544.66664980663,148238.31921066623,154665.7648951403
"Allegheny Energy Units 8, 9 CT UNT9",157031.09149625833,117583.01275180967,138587.84814434435,108193.15841155557,113628.4447192261,204425.11671999912,271626.1359206872,266309.53200464643,214239.96463466698,183844.31466606457,159842.02444222203,175605.61931165663,196396.90677058196,156371.65244590497,171945.3770812045,118841.4210328894,126614.59247871,214425.14572355448,287133.9505513966,269900.8805821945,213845.60321422224,181154.266071226,150483.00681822177,158998.26200843044
Allen S King ST 1,2698551.8492239965,1990423.2769144895,1870726.745861494,1834165.385660234,2223317.5175264515,2329065.0892708935,3428806.1970171183,3233005.709871987,2181531.227522115,2227005.306744148,2606699.1172942184,2651001.1112648575,3153751.7814461496,2387979.385009992,2704195.6057243673,2709422.827567566,2807610.6064132927,2710476.037857773,3930385.5698559117,3482997.9480544087,2510891.831254325,2398865.6268932223,2372437.2288330095,2087406.5431133118
Alpaca IC 1,16744.93311432262,10239.603374857146,12513.939529634423,9610.886722222218,8624.713817720422,19586.06127266665,27007.872064430056,26981.43636688176,19082.692224666604,17770.438549333303,15270.774907111107,24698.510998924612,19504.246145161356,16500.933566999967,14656.183341075266,10018.805084444437,9182.517128946241,20412.26995400004,28495.64883612899,27314.454979440976,19055.2737444444,17596.764226365558,14631.172551111089,8752.040716774198
Alpaca IC 2,16744.93311432262,10239.603374857146,12513.939529634423,9610.886722222218,8624.713817720422,19586.06127266665,27007.872064430056,26981.43636688176,19082.692224666604,17770.438549333303,15270.774907111107,24698.510998924612,19504.246145161356,16500.933566999967,14656.183341075266,10018.805084444437,9182.517128946241,20412.26995400004,28495.64883612899,27314.454979440976,19055.2737444444,17596.764226365558,14631.172551111089,8752.040716774198
Alpaca IC 3,16744.93311432262,10239.603374857146,12513.939529634423,9610.886722222218,8624.713817720422,19586.06127266665,27007.872064430056,26981.43636688176,19082.692224666604,17770.438549333303,15270.774907111107,24698.510998924612,19504.246145161356,16500.933566999967,14656.183341075266,10018.805084444437,9182.517128946241,20412.26995400004,28495.64883612899,27314.454979440976,19055.2737444444,17596.764226365558,14631.172551111089,8752.040716774198
Alpine CT AI1,907078.3519978483,339040.4068857138,395133.411370322,441220.9032488894,246166.18533892505,520917.440046665,765055.8527285992,872703.7997806463,505915.99520000094,517842.48467268766,624800.7749866667,807307.2939303219,961037.3058236566,370138.75362095155,428211.3461999984,501982.82635111257,295976.36963612936,562760.2916711096,835526.4398563444,906195.7820051617,532170.8730800006,529387.5115939776,606902.1037688894,230632.09185204224
Alpine CT AI2,886951.9221720416,323297.0152552378,371715.48898946133,427747.74494222284,235276.07259247324,493746.53137333156,724488.4969737614,834669.8739393554,491410.4641600009,505137.5649466662,608750.5723688893,775995.4542905369,937181.5906933342,350884.8529161897,400724.46384903125,482804.3927911124,277287.92404559196,532635.36431111,790342.8503075272,866827.9462806459,514328.7424000009,515067.9953703218,592285.7471666666,216615.31104731117
Alsey CT 1,68621.69721227625,18027.072036271427,17762.646376751647,22355.295315688898,53330.66014308603,45627.332306400116,65334.146547491546,68362.88298857983,80512.54219924449,33381.92706277738,44778.3459400556,27908.760757755896,145794.69425305483,20055.183600528573,21814.805920136598,54180.61796565546,60533.082587703204,48806.911473777785,70631.63116277094,71238.07871668937,84075.93215220005,34877.13201877738,35435.72723579993,23912.341467583887
Alsey CT 2,68621.69721227625,18027.072036271427,17762.646376751647,22355.295315688898,53330.66014308603,45627.332306400116,65334.146547491546,68362.88298857983,80512.54219924449,33381.92706277738,44778.3459400556,27908.760757755896,145794.69425305483,20055.183600528573,21814.805920136598,54180.61796565546,60533.082587703204,48806.911473777785,70631.63116277094,71238.07871668937,84075.93215220005,34877.13201877738,35435.72723579993,23912.341467583887
Alsey CT 3,40144.68165444403,10546.096897300005,10391.404076312916,13078.169882088892,31199.204637021503,26692.646853600076,38221.41714449793,39993.271604270034,47100.99730964447,19528.90833931933,26195.977596055585,16327.027186813983,85291.9969261387,11732.571385900002,12761.975797659165,31696.442210455498,35412.72554842579,28552.74648177778,41320.52197706772,41675.3025345474,49185.63177780004,20403.624783319334,20730.411034199955,13989.064316770964
Alsey CT 4,38364.86818207951,10078.535951114285,9930.701432535498,12498.34954248889,29815.988667892467,25509.22901280006,36526.87155681082,38220.170892750684,45012.775754044465,18663.094669103208,25034.57957455558,15603.16883863011,81510.57834320642,11212.408122485715,12196.173915004321,30291.1812257555,33842.70323347095,27286.861169777767,39488.57765296126,39827.62902316351,47004.98800440003,19499.03058110321,19811.328771599954,13368.859494845165
Alsey CT 5,52801.13301348056,13870.974736842858,13667.51176539679,17201.33674146667,41035.40708416127,35108.062610400084,50271.51910138398,52601.98777507439,61950.57281613335,25685.805549745128,34454.807971166694,21474.46432945483,112182.08462699025,15431.510147957146,16785.455852093583,41689.40921276659,46577.32867699354,37554.59758933332,54347.68161515803,54814.314171054924,64692.43194420004,26836.29466574514,27266.107123799935,18399.409717132265
Alsey CT 6,88990.67361822569,23378.047309285714,23035.132188871008,28991.016980000015,69160.79845645161,59170.89204000015,84727.27938435503,88655.03557596807,104411.07778000002,43290.6835108064,58069.90107500009,36192.91740919353,189070.92914661282,26008.163170714295,28290.094132742,70263.04923499987,78501.11574774192,63294.26560000001,91597.2162053225,92383.6755691937,109032.18867000009,45229.71011080641,45954.113129999896,31010.241096290338
Amazon San Bernardino FC AMZ00,1010.9930337860021,3939.5997090074534,978.2409631859837,1351.1877893184364,1192.1122278465682,3244.6633118619243,4173.52797171698,216.24154870350412,1753.9240853983165,2411.654616211097,1182.2583085042725,205.73396131897766,76.54788491374677,4018.9761714247406,952.3402210781665,1406.9116070670398,1232.3809806312247,3246.390111861923,5708.5194033369335,224.53832078167102,1748.379383444601,2408.6326162110977,1282.4539263760676,263.87498584656873
