Unit Name,1-Mar-2020,1-Apr-2020,1-May-2020,1-Jun-2020,1-Jul-2020,1-Aug-2020,1-Sep-2020,1-Oct-2020,1-Nov-2020,1-Dec-2020,1-Jan-2021,1-Feb-2021,1-Mar-2021,1-Apr-2021,1-May-2021,1-Jun-2021,1-Jul-2021,1-Aug-2021,1-Sep-2021,1-Oct-2021,1-Nov-2021,1-Dec-2021,1-Jan-2022,1-Feb-2022,1-Mar-2022,1-Apr-2022,1-May-2022,1-Jun-2022,1-Jul-2022,1-Aug-2022,1-Sep-2022,1-Oct-2022,1-Nov-2022,1-Dec-2022
Acadia Power Partners CC CT24,1074449.9213947202,901696.1541279997,1038314.960000128,1069962.3598906705,1424925.392110718,1450218.5632560104,1265742.6172758956,1150733.7477961336,1114515.9995099907,1191339.1892974959,1527181.474784995,1186651.2645145217,1006402.075454175,917547.3456759932,1029685.6883760917,1091120.3062920058,1476430.4517538776,1510286.1472560088,1232487.232460002,1126621.112703669,1056985.908930224,1208409.7998912758,1527181.474784995,1186651.2645145217,1041000.5394343548,909614.1809019987,1033990.8438257058,1080510.932062671,1450671.193932294,1480252.355256008,1248953.4524474486,1138640.6296136477,1080305.381383779,1199863.5652974984
Acadia Power Partners CC CT25,1110222.3325707633,931716.9535519998,1072884.3046850318,1105585.3635493373,1472366.427757686,1498501.7021040106,1307883.8696941184,1189045.9296490373,1151622.3585899905,1231003.2764560333,1578026.993564995,1226159.2733211885,1039908.9221993797,948095.8898839937,1063967.732697769,1127447.7362280064,1525586.2813009745,1560569.158104009,1273521.290140002,1164130.4957663356,1092176.8785497798,1248642.2308032326,1578026.993564995,1226159.2733211885,1075659.2969898386,939898.6007179981,1068416.2226926733,1116485.136697338,1498969.4025293267,1529535.4301040084,1290535.73148256,1176550.186842164,1116272.742476224,1239811.460456036
Acadia Power Partners CC ST13,1413649.0345104137,1186357.6629519998,1366106.4247801928,1407744.7695826716,1874768.069406075,1908046.183404014,1665331.9928843975,1514015.3292941996,1466363.7972149877,1567439.7300329125,2009305.9475024939,1561271.8480205932,1324118.7829845953,1207213.0059339916,1354752.9300691388,1435582.1865780074,1942533.0497808158,1987076.8394040116,1621578.029390003,1482290.44138717,1390671.710144224,1589899.457288581,2009305.9475024939,1561271.8480205932,1369639.829826532,1196775.3759429976,1360417.2041535596,1421623.479580673,1908641.70759344,1947561.511404011,1643242.5625839499,1498104.4669054705,1421353.0374567797,1578655.2140329154
Acadia Power Partners CC ST26,1542046.4389101393,1294110.8894560002,1490185.679809935,1535605.907714672,2045047.500924657,2081348.163912015,1816588.988171232,1651528.6963019422,1599549.121769986,1709805.4714412335,2191805.041694993,1703077.379630235,1444384.4293379188,1316860.459251991,1477800.9820094444,1565971.7118840087,2118967.3665480744,2167556.9319120124,1768860.9864200028,1616922.33416567,1516982.1546715582,1734305.1468118555,2191805.041694993,1703077.379630235,1494040.0131953228,1305474.8113539973,1483979.7247296395,1550745.1783586731,2081997.7777363602,2124452.547912012,1792493.242692117,1634172.699100681,1550450.1728064464,1722039.623441237
ACS Crookston ST G1,43611.01479229558,39629.566223333255,40957.464174742,42577.53799327791,50871.980963999915,51549.02096399992,46358.14932000016,45192.9629909786,43548.07733577771,45968.7456199623,49473.46081898375,44023.441832499855,42193.99714727963,39968.163763111,40704.76417474186,43076.63799327792,51965.660963999966,52798.94096399989,45450.94932000009,44673.56299097859,42568.00733577777,46332.81561996223,49473.46081898375,44023.441832499855,42915.04891062356,39798.72499322225,40831.11417474204,42827.08799327771,51418.8209640001,52173.98096400003,45904.54932000015,44933.26299097862,43070.607335777706,46150.78061996227
ACS Crookston ST G2,37380.86982196763,33968.199619999934,35106.397864064566,36495.03256566678,43604.555111999936,44184.87511199993,39735.55656000013,38736.82542083881,37326.923430666604,39401.78195996767,42405.82355912893,37734.37871357131,36166.28326909683,34258.42608266657,34889.79786406444,36922.83256566679,44541.99511199997,45256.2351119999,38957.95656000007,38291.6254208388,36486.863430666664,39713.84195996763,42405.82355912893,37734.37871357131,36784.32763767734,34113.19285133334,34998.097864064606,36708.93256566661,44073.27511200008,44720.555112000024,39346.75656000013,38514.22542083882,36917.66343066661,39557.81195996766
ACS Drayton ST G1,74771.13197193525,67945.19259999986,70221.99689612913,72999.15160333355,87218.59175999986,88379.23175999985,79480.28880000024,77483.10688967761,74662.99705333321,78813.03271193535,84821.09042225785,75477.2959071426,72341.92063419365,68525.67101333314,69788.79689612889,73854.75160333357,89093.47175999993,90521.95175999979,77925.08880000014,76592.70688967759,72982.87705333332,79437.15271193525,84821.09042225785,75477.2959071426,73578.03485935467,68235.19180666668,70005.3968961292,73426.95160333322,88156.03176000016,89450.59176000004,78702.68880000027,77037.90688967763,73844.47705333322,79125.09271193531
ACS East Grand Forks ST G1,31156.106794139694,28311.871741666615,29260.60395838713,30417.73382055564,36342.56231999994,36826.16231999993,33118.221600000106,32286.10630569901,31111.012720555504,32840.244057473064,35343.59745177411,31450.208269642753,30143.929425914026,28553.741732222134,29080.10395838703,30774.233820555648,37123.76231999998,37718.96231999992,32470.22160000006,31915.106305698995,30410.962720555544,33100.29405747302,35343.59745177411,31450.208269642753,30658.981004731108,28432.706736944456,29170.353958387168,30595.98382055551,36733.162320000076,37272.56232000003,32794.221600000106,32100.606305699017,30769.962720555508,32970.26905747305
ACS East Grand Forks ST G2,62312.21358827939,56623.74348333323,58521.20791677426,60835.46764111128,72685.12463999988,73652.32463999986,66236.44320000021,64572.21261139802,62222.02544111101,65680.48811494613,70687.19490354822,62900.41653928551,60287.85885182805,57107.48346444427,58160.20791677406,61548.467641111296,74247.52463999996,75437.92463999984,64940.44320000012,63830.21261139799,60821.92544111109,66200.58811494603,70687.19490354822,62900.41653928551,61317.962009462215,56865.41347388891,58340.707916774336,61191.96764111102,73466.32464000015,74545.12464000005,65588.44320000021,64201.212611398034,61539.925441111016,65940.5381149461
ACS Hillsboro ST G1,164861.58470632316,149786.9414206664,154795.6012776196,160962.38713885605,192445.08533039968,195017.83733039966,175320.53935200057,170867.15155531873,164644.60033435526,173813.95828425675,187134.21056293827,166507.01395949945,159480.4194388626,151071.89848504402,153835.34127761907,162858.96713885607,196601.06933039986,199767.53333039954,171873.1793520003,168893.49116777783,160920.33433435555,175197.42428425647,187134.21056293827,166507.01395949945,162218.08161716955,150429.3314206667,154315.47127761977,161910.67713885533,194523.07733040035,197392.68533040013,173596.85935200058,169880.2915553188,162830.21433435532,174505.69128425664
ACS Moorhead ST G1,40545.795306451546,35751.58664000002,40237.88487580639,36427.00919666661,45364.331167741875,50000.90718193553,38514.943981666656,39356.76080580643,39507.02437999999,39806.51799032253,41059.33729387104,35435.29620357146,38227.67845935481,36175.94493333342,39748.588512580565,37189.94957333333,47275.335155806286,52692.282174193526,38578.26525333331,40644.799484516116,40090.92757,40145.70177677421,41059.33729387104,35435.29620357146,39395.29530645162,35963.555786666584,40002.13169419345,36818.57438500004,46319.44515580636,51356.38217419347,38557.145253333314,39998.76731483858,39798.60756999998,39986.0679903225
ACS Moorhead ST G2,27029.000104301023,23833.112871333353,26823.83241387093,24283.057953777734,30241.145485161254,33332.22440929036,25674.9744591111,26236.319853204284,26336.58972933332,26536.11325021502,27371.36849124736,23622.106632380972,25483.5935809032,24116.013692222277,26497.63954638704,24791.680163555553,31515.145789870854,35126.46969612902,25717.186286222208,27094.99347367741,26725.851460666665,26762.23342051613,27371.36849124736,23622.106632380972,26262.000104301074,23974.423281777723,26666.66598012897,24544.099058666696,30877.88578987091,34235.86969612898,25703.106286222206,26664.310068559054,26530.971460666653,26655.813250215004
Adobe Fuel Cell FC ADB00,306.6018501601079,1200.6294158222217,926.9503710923282,3109.105431946444,2097.815559607547,153.65384633099745,1244.0225971882182,721.4407167051484,489.04384541994295,47.74650766083454,35.38732386415086,2718.270013811027,311.40185016010764,1212.4114801777778,935.014371092328,3112.3614319464436,2160.9835596075472,169.86015405283013,1260.150597188218,726.5607167051483,530.33999917037,49.706507660834575,35.38732386415086,2718.270013811027,309.0018501601089,1206.4374158222213,930.9823710923279,3110.777431946444,2129.399559607547,161.2858463309973,1252.0865971882185,724.0007167051483,509.00123000341887,48.74650766083454
Adobe Fuel Cell FC ADB01,153.30092508005396,600.3147079111109,463.4751855461641,1554.552715973222,1048.9077798037736,76.82692316549873,622.0112985941091,360.7203583525742,244.52192270997148,23.87325383041727,17.69366193207543,1359.1350069055136,155.70092508005382,606.2057400888889,467.507185546164,1556.1807159732218,1080.4917798037736,84.93007702641506,630.075298594109,363.2803583525741,265.169999585185,24.853253830417287,17.69366193207543,1359.1350069055136,154.50092508005446,603.2187079111106,465.49118554616393,1555.388715973222,1064.6997798037735,80.64292316549864,626.0432985941093,362.00035835257415,254.50061500170943,24.37325383041727
AE Hunlock 4 CT 4,56019.12499625806,62693.636020799866,123750.7525030355,63454.741477199976,72465.81128599335,80091.86546130964,92955.92122709996,62261.5014031645,53385.35033519997,32409.01612686766,106919.24470827094,45213.87471737142,58050.24754569685,66061.43256719998,124772.09527068387,65446.882811999996,76272.74171750306,85354.42626630003,93141.81622709995,63120.839285235415,54079.35833519994,35137.04185927745,106919.24470827094,45213.87471737142,57003.611421164576,64356.4202940001,124276.37527068396,64438.83747719994,74320.85783993197,82697.92466344842,93067.45822710011,62687.08428523547,53748.878335200134,33742.989621841916
Agua Mansa CT AMP1,143702.06650270976,134180.72725156439,98876.31881446694,157976.27135018824,35221.616918298125,38952.83993497837,102914.26450076589,157587.37266331684,147697.3223103074,94656.86025342933,78939.05552166875,219461.83359542346,145312.96338178613,137912.67213235755,100447.71638704711,158694.5020468592,271031.7781416824,52589.8132787036,112431.07675095246,161000.45882844029,163515.74604274344,98357.65698193683,78939.05552166875,219461.83359542346,144502.33546240226,136039.59213235765,99661.92881446693,158343.9213501882,41427.433637503476,45270.84546539612,107409.94200086399,159280.80074587846,155514.1877140937,96534.74249626521
Alameda CT 1,22732.51345888739,45617.46639999993,38226.259794347236,97321.48398326364,73404.61199353101,6882.8085088948865,40735.961456381454,25978.765808424345,24517.31178119655,6553.03942288024,6125.6079008086235,88006.25039642325,23058.91345888737,46282.746399999945,38649.61979434719,97456.99091548119,76930.49849272237,7833.330682479791,41659.65880729309,26311.12989453978,26966.858201709387,6930.944404845257,6125.6079008086235,88006.25039642325,22895.713458887447,45950.10639999993,38437.939794347214,97389.8839832636,75115.7307428571,7317.638011859843,41181.25013183729,26142.16989453978,25725.667254700864,6745.03942288024
Alameda CT 2,22732.51345888739,45617.46639999993,38226.259794347236,97321.48398326364,73404.61199353101,6882.8085088948865,40735.961456381454,25978.765808424345,24517.31178119655,6553.03942288024,6125.6079008086235,88006.25039642325,23058.91345888737,46282.746399999945,38649.61979434719,97456.99091548119,76930.49849272237,7833.330682479791,41659.65880729309,26311.12989453978,26966.858201709387,6930.944404845257,6125.6079008086235,88006.25039642325,22895.713458887447,45950.10639999993,38437.939794347214,97389.8839832636,75115.7307428571,7317.638011859843,41181.25013183729,26142.16989453978,25725.667254700864,6745.03942288024
Alamitos ST 3,982307.5500933421,948694.7974927386,707335.1880441452,1192019.2162357043,215448.9083198381,246896.47377250646,749921.3110249647,1138934.8978246306,1034371.786042734,616264.8204465681,490386.4182328852,1638707.1882381525,994132.7702624085,975034.1766301682,717802.5303811578,1196517.9931634595,1988733.1091719707,332611.5783633427,805749.1095206174,1161608.9602243595,1142913.3658273485,641326.8290514145,490386.4182328852,1638707.1882381525,988217.1500933468,961740.6294536323,712502.459212651,1194306.873163458,251888.66371821915,286812.58799406956,774582.0599744751,1150082.6141672556,1087305.032637604,628828.1176137286
Alamitos ST 4,987410.7348863543,954808.4743435767,712200.5780686401,1202048.5748387375,215826.46741059376,247618.0310192043,755595.4579137445,1147072.868815124,1040653.4315384598,618717.5010876516,491483.9949932629,1652009.7874375933,999336.7348863571,981242.7547032128,722656.0647400743,1206545.6091152376,2003608.8088241275,333595.58868766855,811270.6135930927,1169794.9401074108,1149794.260480768,643772.8052506736,491483.9949932629,1652009.7874375933,993373.7348863585,967866.204703213,717350.9500715001,1204315.5169769865,252384.62358215288,287694.008894878,780179.842736677,1158202.6321228025,1093929.3122382448,631226.2082823017
Alamitos ST 5,1517948.024463296,1441716.832420336,1068693.0610815606,1758652.7517028865,349755.10384130874,394593.1534683283,1121867.4593108136,1713442.3539912212,1578770.954141023,972812.522185572,791723.2251261733,2428223.0299041877,1535668.2449273858,1482423.5399177657,1085134.4449700806,1765819.7620466258,2972384.0714219455,531005.7240040163,1216034.1226771818,1748230.890585579,1746976.3921093135,1012509.4056535135,791723.2251261733,2428223.0299041877,1526792.7449273877,1461937.1399177662,1076884.5949700796,1762279.9068747554,408817.37117224233,457245.3860232611,1164780.8021516555,1730789.016189339,1660077.9010837567,992954.2056535133
Allegheny Energy Units 1 and 2 CT UNT1,176942.22724696726,138580.2318168885,143625.03438563412,289577.00472799933,273481.6958880856,281054.8755179356,264943.938648888,239014.50630176303,188352.126512,232316.26869969955,277736.6143058073,233046.52600114234,194904.36584051535,151699.07954666583,150115.49070253782,296437.2327840006,288552.38107122533,305976.45805987064,265561.69021066633,241319.36450718238,190556.425972,257877.79829556996,277736.6143058073,233046.52600114234,185592.39439896622,144906.8102435547,146960.06057049357,292948.97587022226,280922.9496243436,293465.1565347097,265314.1944297777,240150.38510537636,189501.08218799985,244966.1334976342
Allegheny Energy Units 1 and 2 CT UNT2,178067.05437328992,139651.26728177746,145117.40329367714,290321.5854586661,274769.0488934619,282410.53281561314,265832.44517866586,239551.2469561716,189100.0598080001,233858.3283671405,279680.0905658074,234892.34578857117,196267.09810541855,152941.6523359993,151641.3810985809,297235.37850844505,289911.45680460177,307417.45536025777,266456.0847031108,241887.28635298886,191320.1878720001,259534.06098589266,279680.0905658074,234892.34578857117,186818.78456219204,146065.09240399912,148468.03589531092,293722.92336444464,282250.05284903187,294849.7750723872,266204.9810835555,240707.06657918284,190258.52383999998,246566.39395595668
Allegheny Energy Units 12 & 13 CT UN12,186682.15917101147,141897.81253999972,159554.43676593585,219321.18446577666,275999.2821983653,283194.88912000175,251142.45741688984,205273.11637445138,177987.40712622151,243189.1430045612,299500.19235613197,252673.27263618947,207425.08581643086,157562.9646995557,166397.34157625807,229087.9655288887,292820.7260416342,310817.11442064645,251904.9422071111,208729.7494650323,180574.1510466659,270954.72692696657,299500.19235613197,252673.27263618947,196819.82334193488,149486.4544506669,163065.50663948467,224157.51920711104,284300.9874925588,296837.41340283945,251599.58220711077,206964.15191277396,179333.74197199987,256900.0709534631
Allegheny Energy Units 12 & 13 CT UN13,179606.6731549254,135182.13216933334,151263.33574425848,213588.19181333232,268343.6930315696,275304.8685938078,245343.75309155654,201224.48308387058,173360.90811599913,234288.71840094856,288802.6017047771,242254.34152018966,199443.14167397935,149883.49619466683,157841.5279731612,223101.90598666668,284724.94556283846,302235.90777600114,246077.63820444437,204302.5029135486,175826.32011999917,261310.60076189146,288802.6017047771,242254.34152018966,189310.29773144022,142267.37618133344,154633.1431210331,218281.25459555548,276409.0147743651,288593.26724516205,245782.85564799974,202728.86503277396,174642.8361186667,247634.73860920523
