Unit Name,1-Jan-2018,1-Feb-2018,1-Mar-2018,1-Apr-2018,1-May-2018,1-Jun-2018,1-Jul-2018,1-Aug-2018,1-Sep-2018,1-Oct-2018,1-Nov-2018,1-Dec-2018,1-Jan-2019,1-Feb-2019,1-Mar-2019,1-Apr-2019,1-May-2019,1-Jun-2019,1-Jul-2019,1-Aug-2019,1-Sep-2019,1-Oct-2019,1-Nov-2019,1-Dec-2019,1-Jan-2020,1-Feb-2020,1-Mar-2020,1-Apr-2020,1-May-2020,1-Jun-2020,1-Jul-2020,1-Aug-2020,1-Sep-2020,1-Oct-2020,1-Nov-2020,1-Dec-2020
Acadia Power Partners CC CT24,2174919.313155,1889357.3880689999,2138393.950644,2247970.038177,1988972.0130989999,2065343.225622,2218085.650668,2291136.3756899997,2191521.75066,2413994.413227,2374148.563215,2427276.3632309996,2277854.425686,2015535.9131069998,2304418.325694,2038779.325614,1892677.87557,1514142.3004559998,1822947.638049,1550667.662967,1603795.4629829999,1643641.312995,1832909.100552,1500860.3504519998,1311592.562895,820160.412747,601008.237681,292202.900088,680699.9377049999,776994.0752339999,1225259.887869,1185414.037857,863326.75026,1271746.712883,1291669.637889,1876075.4380649999
Acadia Power Partners CC CT25,2247330.4198950003,1952261.0823210003,2209588.992996,2322813.273693,2055192.2465910001,2134106.139198,2291933.924412,2367416.77821,2264485.61394,2494365.214143,2453192.7484350004,2508089.3693790003,2353692.622974,2082640.557063,2381140.933446,2106657.828726,1955692.12113,1564553.6969040001,1883640.3061410002,1602295.1238030002,1657191.7447470003,1698364.2104550002,1893933.4225680002,1550829.541668,1355260.3295550002,847466.5858230002,621018.0244290001,301931.41519200004,703362.9558450001,802863.081306,1266053.320521,1224880.854813,892070.0903400001,1314087.863847,1334674.0967010001,1938536.927085
Acadia Power Partners CC ST13,2861531.7717075003,2485819.2032085,2813475.5129460003,2957644.2892305003,2616881.7271035,2717362.9954230003,2918325.532062,3014438.049585,2883375.52569,3176081.8290555,3123656.8194975005,3193556.8322415003,2996963.046399,2651831.7334755003,3031913.052771,2682412.989051,2490187.954005,1992150.363204,2398444.1872785003,2040206.6219655,2110106.6347095002,2162531.6442675004,2411550.439668,1974675.360018,1725656.5646175002,1079081.4467355001,790743.8941665001,384450.070092,895593.9132825,1022287.686381,1612069.0439085,1559644.0343505,1135875.2070900002,1673231.5550595,1699444.0598385,2468344.2000225
Acadia Power Partners CC ST26,3121435.922685,2711598.534363,3069014.861388,3226278.045279,2854565.065173,2964172.7387940004,3183388.086036,3288230.20863,3145263.6778200003,3464555.596629,3407368.9843050004,3483617.800737,3269168.004522,2892689.473389,3307292.412738,2926048.3305780003,2716364.08539,2173091.2683119997,2616287.5138230002,2225512.329609,2301761.1460410003,2358947.758365,2630584.166904,2154029.064204,1882392.6556650002,1177091.103669,862564.7358870001,419368.490376,976937.9605350001,1115138.940318,1758488.328963,1701301.716639,1239043.2670200001,1825206.043341,1853799.349503,2692536.3302550004
ACS Crookston ST G1,29792.086946999996,26441.4863825,28742.501227999997,26966.279242,29146.188042999995,28096.602324,29832.4556285,29913.1929915,29025.081998499998,29630.612221,28984.713317,29913.1929915,29832.4556285,26966.279242,29348.0314505,26845.1731975,26280.0116565,27531.440783,29307.662769,28015.864961,26360.7490195,24826.7391225,28863.607272499998,29590.2435395,29186.556724499995,23938.6281295,20022.866024,20103.603387,21112.8204245,20022.866024,23938.6281295,23696.4160405,18650.330853,21960.562736,23857.890766499997,26804.804516
ACS Crookston ST G2,25536.074525999997,22664.131185,24636.429623999997,23113.953636,24982.446893999997,24082.801992,25570.676253,25639.879707,24878.641712999997,25397.667618,24844.039986,25639.879707,25570.676253,23113.953636,25155.455529,23010.148455,22525.724277,23598.377814,25120.853801999998,24013.598538,22594.927731,21280.062104999997,24740.234804999996,25363.065891,25017.048620999994,20518.824111,17162.456592,17231.660045999997,18096.703221,17162.456592,20518.824111,20311.213749,15985.997873999999,18823.339487999998,20449.620657,22975.546728
ACS Drayton ST G1,51062.74398000001,45319.91505,49263.785520000005,46219.39428,49955.69262,48156.73416,51131.93469,51270.31611,49748.12049000001,50785.98114,49678.929780000006,51270.31611,51131.93469,46219.39428,50301.64617000001,46011.82215000001,45043.15221000001,47188.06422,50232.45546000001,48018.35274,45181.533630000005,42552.28665000001,49471.357650000005,50716.79043000001,50024.88333,41030.09103,34318.59216,34456.973580000005,36186.741330000004,34318.59216,41030.09103,40614.94677000001,31966.108020000003,37639.74624000001,40891.709610000005,45942.631440000005
ACS East Grand Forks ST G1,21274.67286,18881.992850000002,20525.15864,19256.74996,20813.433340000003,20063.91912,21303.500330000003,21361.15527,20726.950930000003,21159.36298,20698.123460000003,21361.15527,21303.500330000003,19256.74996,20957.57069,19170.26755,18766.68297,19660.33454,20928.74322,20006.264180000002,18824.337910000002,17728.894050000003,20611.641050000002,21130.53551,20842.260810000003,17094.68971,14298.425120000002,14356.080060000002,15076.766810000001,14298.425120000002,17094.68971,16921.72489,13318.291140000001,15682.143680000001,17037.03477,19141.44008
ACS East Grand Forks ST G2,42549.34572,37763.985700000005,41050.31728,38513.49992,41626.86668000001,40127.83824,42607.000660000005,42722.31054,41453.901860000005,42318.72596,41396.246920000005,42722.31054,42607.000660000005,38513.49992,41915.14138,38340.5351,37533.36594,39320.66908,41857.48644,40012.528360000004,37648.675820000004,35457.788100000005,41223.282100000004,42261.07102,41684.52162000001,34189.37942,28596.850240000003,28712.160120000004,30153.533620000002,28596.850240000003,34189.37942,33843.44978,26636.582280000002,31364.287360000002,34074.06954,38282.88016
ACS Hillsboro ST G1,114071.36916419999,101242.20433950001,109898.0263899,102942.4550994,111598.2771498,107424.9343755,114071.36916419999,114535.0739169,111134.57239710001,113453.0961606,110980.00414620001,114535.0739169,114225.93741510001,103097.02335029999,112371.1184043,102633.3185976,100314.7948341,105260.97886290001,112216.55015339999,107115.7978737,100933.0678377,95059.4743035,110361.73114260001,113298.52790969999,111752.84540070001,91504.4045328,76202.14769370001,76820.4206973,79911.78571530001,76356.7159446,90886.1315292,89495.0172711,70637.6906613,83775.99198780001,90886.1315292,102478.7503467
ACS Moorhead ST G1,21798.4851,20137.64814,17957.79963,18130.803480000002,22213.69434,22352.09742,25223.96133,23009.512049999998,22767.30666,24289.74054,22040.69049,22871.10897,21314.07432,19445.63274,21210.27201,16954.3773,19445.63274,19445.63274,22213.69434,22974.91128,19376.4312,15431.94342,20241.45045,18546.01272,19757.039670000002,19376.4312,17507.98962,13805.70723,17334.98577,16366.164209999999,23736.12822,23147.91513,20898.865080000003,18476.81118,15916.3542,19168.82658
ACS Moorhead ST G2,14533.80642,13426.468788,11973.088146,12088.435816000001,14810.640828000001,14902.918964,16817.690286,15341.24011,15179.753372000001,16194.812868,14695.293158,15248.961974,14210.832944,12965.078108,14141.624342000001,11304.07166,12965.078108,12965.078108,14810.640828000001,15318.170576,12918.939040000001,10289.012164,13495.67739,12365.270224,13172.703914,12918.939040000001,11673.184204000001,9204.744066000001,11557.836534,10911.889582,15825.700324000001,15433.518246000001,13933.998536000001,12319.131156000001,10611.98564,12780.521836
Adobe Fuel Cell FC ADB00,1011.1054592,884.7172768,505.5527296,947.911368,884.7172768,252.7763648,1832.6286448,4613.1686576,315.970456,1643.0463712,2654.1518304,4170.8100192,315.970456,12133.2655104,1895.822736,758.3290944,631.940912,695.1350032,63.1940912,315.970456,505.5527296,631.940912,1706.2404624000003,315.970456,63.1940912,126.3881824,63.1940912,0.0,252.7763648,252.7763648,252.7763648,2464.5695568000006,2148.5991008,2527.763648,1074.2995504,5055.527296
Adobe Fuel Cell FC ADB01,505.5527296,442.3586384,252.7763648,473.955684,442.3586384,126.3881824,916.3143224,2306.5843288,157.985228,821.5231856,1327.0759152,2085.4050096,157.985228,6066.6327552,947.911368,379.1645472,315.970456,347.5675016,31.5970456,157.985228,252.7763648,315.970456,853.1202312000001,157.985228,31.5970456,63.1940912,31.5970456,0.0,126.3881824,126.3881824,126.3881824,1232.2847784000003,1074.2995504,1263.881824,537.1497752,2527.763648
AE Hunlock 4 CT 4,733751.2936017,54576.542499300005,88939.5507396,187985.8686087,101067.671295,101067.671295,161708.274072,157665.5672202,129366.6192576,129366.6192576,214263.4631454,76811.4301842,139473.3863871,74790.0767583,62661.95620289999,36384.3616662,18192.1808331,16170.8274072,84896.8438878,34363.0082403,76811.4301842,28298.9479626,58619.2493511,109153.08499860001,26277.5945367,4042.7068518,6064.0602776999995,12128.120555399999,8085.4137036,40427.068518,60640.602777,88939.5507396,4042.7068518,20213.534259,46491.1287957,82875.4904619
Agua Mansa CT AMP1,199017.389856,147189.944581,159628.531447,93289.40149499998,114020.379605,31096.467165,443642.931554,483031.78996299993,122312.770849,244625.541698,584613.5827019999,563882.604592,308891.57383899996,783630.9725579999,404254.073145,165847.82488,111947.281794,58046.738708000004,99508.694928,101581.792739,163774.727069,176213.313935,416692.660011,358645.921303,78777.716818,60119.836519,72558.423385,10365.489055,14511.684677000001,12438.586866,26950.271543,257064.12856399998,196944.29204499998,242552.44388699997,252917.93294199998,410473.36657799996
Alameda CT 1,44500.6464,46089.9552,22250.3232,38143.411199999995,47679.263999999996,6357.235199999999,90590.6016,157341.5712,17482.3968,74697.51359999999,179591.8944,160520.1888,39732.72,416398.90559999994,109662.30719999998,38143.411199999995,30196.8672,22250.3232,1589.3087999999998,11125.1616,23839.631999999998,30196.8672,79465.44,42911.3376,4767.926399999999,3178.6175999999996,3178.6175999999996,1589.3087999999998,9535.852799999999,11125.1616,11125.1616,85822.6752,73108.20479999999,81054.7488,57215.11679999999,225681.84959999996
Alameda CT 2,44500.6464,46089.9552,22250.3232,38143.411199999995,47679.263999999996,6357.235199999999,90590.6016,157341.5712,17482.3968,74697.51359999999,179591.8944,160520.1888,39732.72,416398.90559999994,109662.30719999998,38143.411199999995,30196.8672,22250.3232,1589.3087999999998,11125.1616,23839.631999999998,30196.8672,79465.44,42911.3376,4767.926399999999,3178.6175999999996,3178.6175999999996,1589.3087999999998,9535.852799999999,11125.1616,11125.1616,85822.6752,73108.20479999999,81054.7488,57215.11679999999,225681.84959999996
Alamitos ST 3,1236122.9508,985557.4877999999,1119192.4013999999,701583.2964,851922.5741999999,133634.9136,3307464.1116,3441099.0251999996,835218.21,1670436.42,4209499.778399999,4159386.6857999996,2021228.0681999999,5996866.7478,3056898.6486,1169305.494,751696.3889999999,451017.83339999994,601357.1111999999,634765.8396,868626.9384,1169305.494,2990081.1918,2388724.0806,501130.926,350791.6482,467722.1976,66817.4568,100226.18519999999,83521.821,183748.0062,1904297.5188,1503392.7779999997,1603618.9631999999,1737253.8768,3023489.9201999996
Alamitos ST 4,1215108.3150000002,995713.758125,1130725.793125,708813.1837500001,860701.723125,135012.035,3341547.86625,3459683.396875,843825.21875,1670773.933125,4236002.5981250005,4202249.589375,2042057.0293750002,6058665.070625001,3088400.300625,1164478.8018750001,759442.696875,438789.11375,590677.6531250001,641307.16625,877578.2275,1181355.3062500001,3020894.283125,2396463.6212500003,506295.13125000003,354406.59187500004,472542.1225,67506.0175,101259.02625000001,84382.521875,185641.548125,1923921.49875,1518885.39375,1620144.4200000002,1755156.455,3037770.7875
Alamitos ST 5,1987226.15623,1460491.51241,1723858.8343200001,1053469.28764,1245009.15812,263367.32191,4836381.72962,5339173.88963,1245009.15812,2633673.2191,6272930.75822,6177160.82298,3256177.7981600002,8762949.07446,4429359.50485,1795686.28575,1125296.7390700001,646447.06287,885871.90097,1077411.7714500001,1508376.48003,1795686.28575,4573014.40771,3854739.89341,837986.93335,598562.09525,766159.48192,119712.41905000001,167597.38667,119712.41905000001,263367.32191,2849155.57339,2202708.51052,2442133.3486200003,2705500.67053,4477244.47247
Allegheny Energy Units 1 and 2 CT UNT1,622036.177928,270200.55788000004,558797.7494880001,642732.390872,558797.7494880001,412774.469272,482911.63536,507057.217128,510506.585952,549599.4326240001,703671.240096,599040.385768,453017.10555200005,366782.88495200005,439219.630256,303544.456512,248354.55532800002,200063.391792,392078.25632800005,258702.6618,334588.77592800005,252953.71376,341487.513576,185116.12688800003,119578.11923200001,52890.321968000004,54040.111575999996,56339.69079200001,94282.747856,128776.436096,262152.030624,220759.604736,127626.646488,195464.23336,118428.329624,287447.402
Allegheny Energy Units 1 and 2 CT UNT2,622619.809812,276337.705644,564141.7061279999,645552.399492,557261.929224,413933.24372399994,481584.38327999995,510250.12038,513690.00883199996,552675.411288,704030.503176,599687.2201319999,457505.16411599994,368068.064364,442598.98082399997,308443.331196,252258.48647999996,199513.53021599998,393293.91301200003,260284.892868,335962.438812,253405.115964,341695.586232,186900.605892,120396.09581999999,55038.215232,53891.585748,58478.103683999994,94023.61768799998,128422.50220799999,263724.78131999995,221299.49041199998,128422.50220799999,196073.641764,120396.09581999999,287804.00048399996
Allegheny Energy Units 12 & 13 CT UN12,622965.949056,302551.563072,569377.4803200001,627431.654784,526953.275904,391865.677632,482296.21862400003,510206.879424,497926.188672,554863.936704,697766.52,593938.861824,440988.44064000004,352790.75251200004,459967.689984,244497.388608,247846.66790400003,178628.22912,362838.5904,245613.81504000002,295853.00448,196491.052032,301435.13664,157416.126912,90430.540992,48006.336576,42424.204416,50239.18944,111642.6432,102711.231744,241148.10931200002,188676.067008,113875.49606399999,164114.68550400002,99361.952448,256778.07936000003
Allegheny Energy Units 12 & 13 CT UN13,627992.2089760001,281122.866112,558845.052392,625725.089088,523704.694128,388811.06079200003,479495.856312,505567.735024,488564.33586399996,546375.893008,697139.3655600001,587184.050992,434153.458552,335533.743424,434153.458552,234646.908408,225578.428856,166633.311768,352537.142584,235780.468352,287924.225776,183636.71092800001,285657.105888,150763.47255200002,82749.875912,47609.517648,38541.038096,51010.19748,107688.19468,97486.15518399999,235780.468352,180236.031096,113355.99440000001,153030.59244,95219.035296,242581.828016
"Allegheny Energy Units 3, 4, 5 CC UNT3",2360386.651248,2133303.382632,2379576.7866240004,2302816.24512,2290022.821536,2197270.500552,2328403.092288,2350791.58356,2283626.109744,2376378.430728,2302816.24512,2379576.7866240004,2357188.2953520003,2149295.1621120004,2363585.0071440004,2219658.991824,2123708.314944,1771889.166384,2136501.7385279997,1893426.690432,2034154.349856,2069336.264712,2222857.34772,2040551.061648,2114113.247256,1602376.3038960001,1442458.509096,1122622.919496,1231367.0199600002,1237763.731752,1730310.5397360001,1611971.371584,1292135.781984,1583186.16852,1695128.6248800003,2248444.194888
"Allegheny Energy Units 3, 4, 5 CC UNT4",2360386.651248,2133303.382632,2379576.7866240004,2302816.24512,2290022.821536,2197270.500552,2328403.092288,2350791.58356,2283626.109744,2376378.430728,2302816.24512,2379576.7866240004,2357188.2953520003,2149295.1621120004,2363585.0071440004,2219658.991824,2123708.314944,1771889.166384,2136501.7385279997,1893426.690432,2034154.349856,2069336.264712,2222857.34772,2040551.061648,2114113.247256,1602376.3038960001,1442458.509096,1122622.919496,1231367.0199600002,1237763.731752,1730310.5397360001,1611971.371584,1292135.781984,1583186.16852,1695128.6248800003,2248444.194888
"Allegheny Energy Units 3, 4, 5 CC UNT5",2334730.274604,2110115.3023860003,2353711.8215520005,2277785.63376,2265131.269128,2173387.125546,2303094.363024,2325239.50113,2258804.086812,2350548.230394,2277785.63376,2353711.8215520005,2331566.6834460003,2125933.2581760003,2337893.865762,2195532.263652,2100624.528912,1752629.5015320003,2113278.893544,1872845.965536,2012043.976488,2046843.4792260001,2198695.85481,2018371.1588040001,2091133.7554380002,1584959.170158,1426779.612258,1110420.496458,1217982.59583,1224309.778146,1711502.8164780003,1594449.9436320001,1278090.827832,1565977.62321,1676703.3137400001,2224004.584074
