Unit Name,1-Jan-2018,1-Feb-2018,1-Mar-2018,1-Apr-2018,1-May-2018,1-Jun-2018,1-Jul-2018,1-Aug-2018,1-Sep-2018,1-Oct-2018,1-Nov-2018,1-Dec-2018,1-Jan-2019,1-Feb-2019,1-Mar-2019,1-Apr-2019,1-May-2019,1-Jun-2019,1-Jul-2019,1-Aug-2019,1-Sep-2019,1-Oct-2019,1-Nov-2019,1-Dec-2019,1-Jan-2020,1-Feb-2020,1-Mar-2020,1-Apr-2020,1-May-2020,1-Jun-2020,1-Jul-2020,1-Aug-2020,1-Sep-2020,1-Oct-2020,1-Nov-2020,1-Dec-2020
Acadia Power Partners CC CT24,1867722.272845,485227.97793099727,557907.555356002,1173672.1018229984,1237364.696900996,1060214.7723780016,1161454.3473319993,1254972.082309998,1399346.4093400002,1207400.3647729945,1582776.6207850045,1245880.282769001,884848.8603140009,519643.4488930013,692870.352306,695792.7263859992,578223.8564299995,379140.44754399825,871153.8119510007,481433.9090330028,694376.6430169998,634955.6770050002,645171.4074479998,316527.1935479988,385634.58310500183,240713.9912529994,154899.3823189994,150159.7359119999,279010.5762949999,249932.52276599966,763118.0941310006,556503.848143002,230519.89974000014,670298.8971169996,329174.5241109987,657860.925935002
Acadia Power Partners CC CT25,1929905.6541050007,501383.0116789974,576482.3610040024,1212747.9863069984,1278561.1434089963,1095513.242802002,1200123.4575879993,1296754.7437899979,1445935.8260600008,1247599.1878569946,1635473.1075650048,1287360.2446210012,914308.7510260013,536944.3009370014,715938.5685540005,718958.2392739994,597475.06687,391763.435095998,900157.7438590005,497462.62419700273,717495.0092529994,656095.6995450004,666651.5494319999,327065.55433199904,398473.784445002,248728.25017699925,160056.5555709994,155159.10880799993,288299.8701549999,258253.70069399965,788525.1174790007,575031.9191870023,238194.7596600002,692615.6261529999,340133.9612989987,679763.548915002
Acadia Power Partners CC ST13,2457353.9772925004,638412.3157914965,734036.5160540026,1544195.2207694976,1627995.2878964948,1394919.9115770021,1528120.3749379995,1651161.2474149973,1841113.9143100013,1588571.3479444934,2082452.2365025058,1639199.2067585015,1164191.7526010014,683692.5995245017,911606.474229,915451.4289489994,760766.5839949995,498833.41879599774,1146173.237721501,633420.4760345039,913588.2942904993,835408.3907325002,848849.1823320002,416453.4359819987,507377.7243825025,316706.33926449926,203800.4358334993,197564.5039079999,367092.9877175001,328835.1206189996,1004031.119091501,732189.6646495028,303294.0179100004,881909.3099404997,433093.4731614983,865544.7259775028
Acadia Power Partners CC ST26,2680547.8993150005,696397.3476369963,800706.8006120031,1684449.7347209975,1775861.1048269942,1521616.207206002,1666914.8599639996,1801131.1573699978,2008336.642180001,1732856.4093709928,2271594.9836950065,1788082.6412630016,1269931.717478002,745790.3006110014,994404.8932619998,998599.0734219989,829864.6786099994,544140.9276879975,1250276.6361770006,690952.1143910042,996566.7159589995,911285.9716350008,925947.5490959999,454278.6237959983,553461.2863350029,345471.80433099903,222311.0041129992,215508.6816239999,400434.91746499995,358702.20568199945,1095224.1850370008,798692.205361003,330841.28298000037,962010.4266589996,472430.0244969984,944159.4977450026
ACS Crookston ST G1,56170.433052999906,32830.66361750001,27213.258771999997,32247.175758000052,40475.601956999984,32684.362676000055,36632.26437149996,41185.387008500016,37267.088001500044,42252.80777900004,45991.30668299997,39682.66200849992,45933.89937150004,35722.04575800004,34540.863549500034,32113.34180250003,22114.523343500034,19640.82421700001,32910.50723099985,21652.075039000018,18952.070980499986,19646.25587750006,23644.932727500032,19383.821460500018,24070.98327550007,13818.671870499995,12944.928976000014,11196.441612999992,13644.349575500026,15871.838975999988,24672.591870500015,20689.0439595,11260.984146999974,23953.697264000002,17839.63923349998,28791.190484000046
ACS Crookston ST G2,48146.08547399992,28140.568815000006,23325.650375999998,27640.436364000045,34693.373105999985,28015.168008000044,31399.083746999964,35301.760293000014,31943.218287000047,36216.69238200003,39421.120013999986,34013.71029299993,39371.91374700003,30618.896364000037,29606.454471000026,27525.721545000026,18955.305723000027,16834.99218600001,28209.00619799988,18558.92146200002,16244.632268999983,16839.647895000053,20267.085195000025,16614.70410900002,20632.271379000063,11844.575888999996,11095.653408000016,9596.949953999996,11695.156779000023,13604.433407999986,21147.935889000015,17733.466251,9652.27212599998,20531.740512000004,15291.119342999977,24678.163272000034
ACS Drayton ST G1,96301.57601999983,56289.484950000005,46660.374479999984,55289.385720000086,69395.94737999997,56039.20584000009,62807.58530999993,70612.96389000003,63895.59951000008,72442.73886000006,78851.39021999996,68036.86388999986,78753.24531000006,61246.30572000007,59222.17383000004,55059.91785000004,37918.90779000005,33678.67578000002,56427.26453999974,37126.687260000035,32497.58636999996,33687.13335000009,40543.28235000004,33238.74957000003,41273.75667000012,23696.708969999992,22197.62784000003,19200.24641999998,23396.97867000004,27215.18783999997,42303.42897000003,35474.41322999999,19310.431979999954,41070.413759999996,30589.770389999947,49364.788560000066
ACS East Grand Forks ST G1,40127.12713999993,23455.257149999998,19443.241359999993,23038.57504000004,28916.416659999988,23351.055880000044,26171.299669999964,29423.544730000012,26624.59907000003,30185.937020000023,32856.176539999986,28350.16972999994,32815.32467000002,25520.625040000028,24677.354310000017,22942.95745000002,15800.842030000022,14034.140460000006,23512.8067799999,15470.835820000011,13541.962089999986,14037.530950000044,16894.45895000002,13850.939490000012,17198.839190000046,9874.810290000001,9249.999880000008,8001.09493999999,9749.78319000002,11340.649879999988,17627.61029000002,14782.175109999996,8046.933859999983,17113.75632,12746.915229999984,20569.98492000003
ACS East Grand Forks ST G2,80254.25427999986,46910.514299999995,38886.482719999985,46077.15008000008,57832.833319999976,46702.11176000009,52342.59933999993,58847.089460000025,53249.19814000006,60371.874040000046,65712.35307999997,56700.33945999988,65630.64934000005,51041.250080000056,49354.708620000034,45885.91490000004,31601.684060000043,28068.280920000012,47025.6135599998,30941.671640000022,27083.924179999973,28075.061900000088,33788.91790000004,27701.878980000023,34397.67838000009,19749.620580000003,18499.999760000017,16002.18987999998,19499.56638000004,22681.299759999976,35255.22058000004,29564.350219999993,16093.867719999966,34227.51264,25493.83045999997,41139.96984000006
ACS Hillsboro ST G1,212586.20683579968,123991.96566050003,102579.31561009998,121760.11390060022,152964.5248502,123388.58562450022,138340.15383579984,155639.53008310005,140775.67360290018,159703.89983940014,173928.8718537999,149929.17508309972,173686.21158490016,134964.99664970016,130406.68259570013,121255.15740240012,83275.74516590012,73839.08213710003,124212.49584659949,81468.62612630009,71255.64816229996,73937.90669650026,89016.7068574001,72802.91909030009,90625.80659930025,51818.78946719998,48612.76630630004,41965.33730269996,51242.30728470007,59735.40105539997,93065.50347080006,77938.01772889997,42254.03933869989,90389.50301219999,67102.44047079992,108632.54865330017
ACS Moorhead ST G1,38599.76489999998,29927.671859999977,17146.040369999988,23076.026519999963,26887.66566000004,27808.082579999995,37074.33867000006,26032.29794999998,25182.443339999994,50269.43946000001,46940.07950999987,37985.81102999997,32081.245679999964,25373.647259999998,29239.43799000008,29262.512700000043,34354.11725999997,28847.91726000004,34290.195659999954,29617.87872000005,24932.15879999999,18160.436580000034,26933.969550000005,16416.677279999996,14151.930329999985,17384.21879999998,17524.60037999999,11708.42276999999,15577.444230000045,13491.095790000007,26263.551780000023,22788.654870000035,20268.574919999955,37888.68881999998,18029.515799999994,19906.473419999988
ACS Moorhead ST G2,25731.693579999992,19950.411211999985,11429.471853999994,15382.784183999975,17923.599172000024,18537.201035999995,24714.50971400004,17353.29988999998,16786.746627999994,33511.307132,31291.88684199992,25322.31802599998,21386.047055999974,16914.441891999995,19491.515658000048,19507.18834000003,22901.421891999977,19230.621892000025,22858.61917199997,19743.689424000037,16620.120959999993,12105.907836000024,17954.60261,10943.189775999996,9433.276085999993,11588.160959999983,11681.875795999993,7804.6759339999935,10383.783466000028,8992.950418000004,17507.419676000016,15190.861754000025,13510.961463999973,25257.86884399999,12018.594359999997,13269.678163999994
Adobe Fuel Cell FC ADB00,831.2385408000002,2711.1307232,746.8552704000003,1038.968632,800.1067232000003,318.0636352,2186.947355200001,3689.8153423999984,36.62154399999997,4224.121628799999,543.5121695999997,922.2299807999971,27.781543999999997,5660.558489600004,326.37726399999974,780.3029056000003,275.131088,3077.448996799999,2.3099088000000023,132.37354400000004,1249.2392704000004,715.2830880000001,553.4395376,44.59754399999997,1.9179088000000064,103.14781759999997,21.6219088,0.0,368.4636352000001,182.05563519999998,167.4396352,8808.2624432,5771.360899199999,7687.764351999998,477.7644495999998,1815.1687039999997
Adobe Fuel Cell FC ADB01,415.6192704000001,1355.5653616,373.42763520000017,519.484316,400.05336160000013,159.0318176,1093.4736776000004,1844.9076711999992,18.310771999999986,2112.0608143999993,271.7560847999998,461.11499039999853,13.890771999999998,2830.279244800002,163.18863199999987,390.15145280000013,137.565544,1538.7244983999994,1.1549544000000012,66.18677200000002,624.6196352000002,357.64154400000007,276.7197688,22.298771999999985,0.9589544000000032,51.573908799999984,10.8109544,0.0,184.23181760000006,91.02781759999999,83.7198176,4404.1312216,2885.6804495999995,3843.882175999999,238.8822247999999,907.5843519999999
AE Hunlock 4 CT 4,1739686.7923983005,20886.270500700004,41488.053260399945,70893.80339130003,107061.28870499994,52499.49970500004,61061.86792799999,73957.76677980009,83867.79774239998,64929.91674239999,71215.71785459999,28383.107815800002,91346.2386129,26764.591241699993,51274.69579710001,37999.80133379999,5999.414166899998,6448.692592799996,59542.65311219997,10631.384759699991,68849.92481579998,57405.9910374,37702.35964890003,87249.34300140006,8634.8634633,3099.3331482,628.6187223000006,8246.4304446,3198.1832963999996,20552.458481999995,26482.187222999994,58328.76326039998,435.2971481999998,20698.971741,43054.263204300005,88595.89353810005
Agua Mansa CT AMP1,85965.11014399995,212227.27541900004,77410.68855299993,88278.52850500007,70709.770395,23099.012834999998,338615.218446,421138.6700370004,28386.31915100006,156406.64830200007,211258.36729800003,221513.25540800078,59881.58616100013,619539.8674420011,153041.40685500024,91090.50511999993,43195.42820599997,150681.2812919999,14795.195072000017,24416.80726099995,103312.46293100007,75251.546065,181733.17998900008,92694.11869699991,10665.723182000002,25929.613481000015,12056.546615,3668.420945,3182.815322999999,9825.093134,19028.768457000002,563869.0814360002,445286.937955,431452.34611300007,137418.86705799977,188117.16342200042
Alameda CT 1,31551.753599999996,87547.56480000002,25660.876800000013,37104.9888,30483.21600000003,10767.964799999998,78394.59840000002,136259.78879999998,3559.8431999999993,136292.72639999993,38627.38559999998,53342.61119999993,4983.599999999991,238002.1344000001,24085.852799999993,28601.548799999997,12213.772800000006,96073.27679999999,375.8112000000001,5825.0783999999985,41021.087999999996,25601.452799999985,28256.160000000003,5987.9424,409.35359999999946,3707.4623999999994,996.1823999999997,132.6912000000002,12441.187200000002,6950.438399999999,6645.1584,278169.0048,185330.75519999996,244519.65119999996,22041.763200000016,88047.1104
Alameda CT 2,31551.753599999996,87547.56480000002,25660.876800000013,37104.9888,30483.21600000003,10767.964799999998,78394.59840000002,136259.78879999998,3559.8431999999993,136292.72639999993,38627.38559999998,53342.61119999993,4983.599999999991,238002.1344000001,24085.852799999993,28601.548799999997,12213.772800000006,96073.27679999999,375.8112000000001,5825.0783999999985,41021.087999999996,25601.452799999985,28256.160000000003,5987.9424,409.35359999999946,3707.4623999999994,996.1823999999997,132.6912000000002,12441.187200000002,6950.438399999999,6645.1584,278169.0048,185330.75519999996,244519.65119999996,22041.763200000016,88047.1104
Alamitos ST 3,605620.4891999997,1595204.6722000008,547079.0785999999,650888.4236000004,509174.50580000016,170244.68639999998,2471683.1284000003,3097265.814800002,181667.91000000027,1131138.9400000004,1446349.3016,1528032.274200006,367053.7718000009,4528117.572200006,1050558.871400002,650864.5859999999,299568.33099999966,1144195.6865999997,86590.04879999999,157309.80040000007,751964.6615999994,526895.7860000001,1269319.4482000014,603588.5993999992,58026.79400000011,182948.15180000005,71226.68239999999,24857.703200000004,19927.934800000017,72259.21899999998,138713.6338,4269664.121199999,3374078.982,3258474.5567999994,982446.9632000003,1321072.0398000022
Alamitos ST 4,609559.6349999998,1608368.5418750006,550602.3568749998,655879.6662500005,512694.4268750001,171613.465,2489820.58375,3120892.4531250014,182249.6312500002,1139246.2668750002,1454093.0018749982,1536561.710625005,367805.6706250005,4561424.529375005,1056172.7993750018,655274.6981249996,301321.4031249996,1153981.7862499997,86625.34687499981,157925.78374999994,757657.2724999995,530173.0937499998,1276994.916875001,606024.1287499988,57915.21875000006,184156.15812499996,71276.77750000003,24997.5325,19980.823749999996,72806.17812499998,139733.901875,4305828.951249999,3402659.90625,3285883.6799999997,989119.9950000001,1329185.3625000021
Alamitos ST 5,920440.9937699994,2357651.5875900006,831315.1656799994,970615.1623600004,767609.8918800002,253220.72808999993,3702174.220379999,4622910.410370004,288774.24188000034,1700985.1809000005,2231010.74178,2349352.577020008,595575.8018400003,6781053.57554001,1619313.145150002,983868.1142499989,458975.1609299993,1683910.0371299996,143133.19903000002,249053.5285499997,1125483.9199700004,803423.8642500003,1939512.2422900023,951988.4065899989,100201.91665000014,277711.6547500001,117602.66807999997,38577.03095,31980.113329999993,107859.28094999997,207698.62809,6291649.12661,4970703.389479999,4805871.551379999,1484453.129469999,2014388.377530003
Allegheny Energy Units 1 and 2 CT UNT1,1037447.1420719996,73218.12211999996,315110.89051200054,368674.0491279997,599262.0105120006,361019.21072800097,282804.0846399994,298284.46287200006,360509.0540479991,284453.5673759987,357215.39990399894,255818.45423199947,184259.09444799967,131363.1150480004,184577.1697440002,123379.62348799995,80215.44467199993,80868.68820799995,201557.4236719999,103042.89820000017,268253.4640719998,250669.40624000004,209465.96642400022,76950.51311199984,52030.240767999916,20077.078032000005,25163.40842400001,31584.629207999984,49284.85214400003,70878.84390400002,169423.2893760004,127117.155264,56643.59351199996,136195.00663999998,77576.27037599994,104036.87799999997
Allegheny Energy Units 1 and 2 CT UNT2,1039158.9901879996,73974.45435600006,316656.4538720007,370447.6405079998,600797.8307760007,362158.116276001,284131.33671999944,299686.4796200001,361920.9911679992,285971.6287119989,359151.616823999,257465.33986799966,185509.07588399982,132372.53563600045,185790.53917600005,124220.54880400002,80902.03352,81418.54978399997,202637.68698799994,103758.78713200023,269178.8011879999,251365.96403600008,210407.17376800027,77464.1541079999,52359.78417999996,20226.424767999997,25311.934252000006,31742.576316,49543.98231200005,71232.77779200004,170144.69868000044,127725.22958800005,56994.377791999985,136733.998236,77905.30417999995,104827.35951599997
