Unit Name,1-Mar-2020,1-Apr-2020,1-May-2020,1-Jun-2020,1-Jul-2020,1-Aug-2020,1-Sep-2020,1-Oct-2020,1-Nov-2020,1-Dec-2020,1-Jan-2021,1-Feb-2021,1-Mar-2021,1-Apr-2021,1-May-2021,1-Jun-2021,1-Jul-2021,1-Aug-2021,1-Sep-2021,1-Oct-2021,1-Nov-2021,1-Dec-2021,1-Jan-2022,1-Feb-2022,1-Mar-2022,1-Apr-2022,1-May-2022,1-Jun-2022,1-Jul-2022,1-Aug-2022,1-Sep-2022,1-Oct-2022,1-Nov-2022,1-Dec-2022
ACS Crookston ST G2,25501.472798999996,23875.19163,24982.446893999997,24671.031350999998,25743.684887999996,25743.684887999996,24913.24344,25674.481434,24844.039986,25709.083161,25639.879707,23183.157089999997,25397.667618,23944.395084,24982.446893999997,24671.031350999998,25743.684887999996,25743.684887999996,24913.24344,25674.481434,24844.039986,25709.083161,25639.879707,23183.157089999997,25466.871071999998,23909.793357,24982.446893999997,24671.031350999998,25743.684887999996,25743.684887999996,24913.24344,25674.481434,24844.039986,25709.083161
ACS Drayton ST G1,50993.553270000004,47741.589900000006,49955.69262,49332.97623,51477.88824,51477.88824,49817.311200000004,51339.50682000001,49678.929780000006,51408.697530000005,51270.31611,46357.775700000006,50785.98114,47879.971320000004,49955.69262,49332.97623,51477.88824,51477.88824,49817.311200000004,51339.50682000001,49678.929780000006,51408.697530000005,51270.31611,46357.775700000006,50924.36256000001,47810.78061,49955.69262,49332.97623,51477.88824,51477.88824,49817.311200000004,51339.50682000001,49678.929780000006,51408.697530000005
ACS East Grand Forks ST G1,21245.84539,19890.9543,20813.433340000003,20553.98611,21447.637680000003,21447.637680000003,20755.7784,21389.98274,20698.123460000003,21418.810210000003,21361.15527,19314.4049,21159.36298,19948.60924,20813.433340000003,20553.98611,21447.637680000003,21447.637680000003,20755.7784,21389.98274,20698.123460000003,21418.810210000003,21361.15527,19314.4049,21217.017920000002,19919.78177,20813.433340000003,20553.98611,21447.637680000003,21447.637680000003,20755.7784,21389.98274,20698.123460000003,21418.810210000003
ACS East Grand Forks ST G2,42491.69078,39781.9086,41626.86668000001,41107.97222,42895.27536000001,42895.27536000001,41511.5568,42779.96548,41396.246920000005,42837.62042000001,42722.31054,38628.8098,42318.72596,39897.21848,41626.86668000001,41107.97222,42895.27536000001,42895.27536000001,41511.5568,42779.96548,41396.246920000005,42837.62042000001,42722.31054,38628.8098,42434.035840000004,39839.56354,41626.86668000001,41107.97222,42895.27536000001,42895.27536000001,41511.5568,42779.96548,41396.246920000005,42837.62042000001
ACS Hillsboro ST G1,113916.8009133,106652.093121,111598.2771498,110207.1628917,114998.77866960001,114998.77866960001,111289.140648,114689.64216779999,110980.00414620001,114844.2104187,114535.0739169,103560.728103,113453.0961606,106806.6613719,111598.2771498,110207.1628917,114998.77866960001,114998.77866960001,111289.140648,114535.0739169,110980.00414620001,114844.2104187,114535.0739169,103560.728103,113762.2326624,106652.093121,111598.2771498,110207.1628917,114998.77866960001,114998.77866960001,111289.140648,114689.64216779999,110980.00414620001,114844.2104187
ACS Moorhead ST G1,22490.5005,18788.21811,20933.46585,23736.12822,25604.569800000005,25189.36056,24324.34131,22352.09742,20968.06662,23009.512049999998,22386.69819,20933.46585,22421.29896,18857.41965,20864.264310000002,23805.32976,25639.170570000002,25258.562100000003,24358.94208,22628.90358,21071.86893,23044.11282,22386.69819,20933.46585,22490.5005,18822.81888,20898.865080000003,23770.72899,25639.170570000002,25258.562100000003,24358.94208,22559.70204,21071.86893,23009.512049999998
ACS Moorhead ST G2,14995.197100000001,12526.756962000001,13957.068070000001,15825.700324000001,17071.45516,16794.620752,16217.882402000001,14902.918964,13980.137604000001,15341.24011,14925.988498,13957.068070000001,14949.058032,12572.89603,13910.929002,15871.839392,17094.524694,16840.75982,16240.951936000001,15087.475236,14049.346206,15364.309644,14925.988498,13957.068070000001,14995.197100000001,12549.826496,13933.998536000001,15848.769858000001,17094.524694,16840.75982,16240.951936000001,15041.336168,14049.346206,15341.24011
Adobe Fuel Cell FC ADB00,1895.822736,1390.2700064,1516.6581888,695.1350032,1769.4345536,379.1645472,505.5527296,631.940912,1453.4640976,315.970456,442.3586384,884.7172768,1895.822736,1453.4640976,1516.6581888,695.1350032,1769.4345536,442.3586384,505.5527296,631.940912,1643.0463712,315.970456,442.3586384,884.7172768,1895.822736,1390.2700064,1516.6581888,695.1350032,1769.4345536,379.1645472,505.5527296,631.940912,1516.6581888,315.970456
Adobe Fuel Cell FC ADB01,947.911368,695.1350032,758.3290944,347.5675016,884.7172768,189.5822736,252.7763648,315.970456,726.7320488,157.985228,221.1793192,442.3586384,947.911368,726.7320488,758.3290944,347.5675016,884.7172768,221.1793192,252.7763648,315.970456,821.5231856,157.985228,221.1793192,442.3586384,947.911368,695.1350032,758.3290944,347.5675016,884.7172768,189.5822736,252.7763648,315.970456,758.3290944,157.985228
AE Hunlock 4 CT 4,80854.137036,177879.1014792,143516.09323889998,135430.6795353,198092.6357382,173836.3946274,163729.62749790002,123302.5589799,145537.4466648,99046.3178691,169793.6877756,137452.0329612,92982.2575914,185964.5151828,145537.4466648,141494.739813,214263.4631454,187985.8686087,163729.62749790002,127345.2658317,145537.4466648,113195.7918504,169793.6877756,137452.0329612,82875.4904619,181921.808331,145537.4466648,135430.6795353,200113.98916410003,179900.4549051,163729.62749790002,127345.2658317,145537.4466648,103089.02472090001
Agua Mansa CT AMP1,385596.19284599996,269502.71543,180359.509557,93289.40149499998,188651.90080099998,172067.118313,161701.629258,250844.83513099997,335841.845382,360719.019114,375230.70379099995,188651.90080099998,391815.48627899995,273648.911052,182432.607368,95362.49930599998,323403.258516,250844.83513099997,201090.48766699998,263283.421997,366938.312547,366938.312547,375230.70379099995,188651.90080099998,387669.290657,273648.911052,180359.509557,93289.40149499998,228040.75921,203163.585478,182432.607368,257064.12856399998,358645.921303,362792.11692500004
Alameda CT 1,108072.99839999998,66750.9696,66750.9696,23839.631999999998,76286.82239999999,14303.779199999997,22250.3232,33375.4848,73108.20479999999,50857.88159999999,49268.572799999994,47679.263999999996,108072.99839999998,66750.9696,66750.9696,25428.940799999997,85822.6752,25428.940799999997,25428.940799999997,34964.7936,77876.1312,52447.19039999999,49268.572799999994,47679.263999999996,108072.99839999998,66750.9696,66750.9696,23839.631999999998,84233.3664,19071.705599999998,23839.631999999998,34964.7936,74697.51359999999,50857.88159999999
Alameda CT 2,108072.99839999998,66750.9696,66750.9696,23839.631999999998,76286.82239999999,14303.779199999997,22250.3232,33375.4848,73108.20479999999,50857.88159999999,49268.572799999994,47679.263999999996,108072.99839999998,66750.9696,66750.9696,25428.940799999997,85822.6752,25428.940799999997,25428.940799999997,34964.7936,77876.1312,52447.19039999999,49268.572799999994,47679.263999999996,108072.99839999998,66750.9696,66750.9696,23839.631999999998,84233.3664,19071.705599999998,23839.631999999998,34964.7936,74697.51359999999,50857.88159999999
Alamitos ST 3,2973376.8276,1937706.2471999999,1202714.2223999999,584652.747,1252827.315,1202714.2223999999,868626.9384,1703845.1483999998,2422132.809,2455541.5374,2639289.5435999995,1186009.8582,2990081.1918,2071341.1607999997,1302940.4076,618061.4754,2438837.1732,1603618.9631999999,1386462.2286,1820775.6978,2722811.3646,2639289.5435999995,2639289.5435999995,1186009.8582,2973376.8276,2021228.0681999999,1252827.315,618061.4754,1403166.5928,1353053.5002,1119192.4013999999,1804071.3335999998,2522358.9942,2589176.451
Alamitos ST 4,3004017.77875,1957674.5075,1215108.3150000002,590677.6531250001,1248861.32375,1198231.8106250002,877578.2275,1704526.941875,2430216.6300000004,2480846.143125,2632734.6825,1198231.8106250002,3004017.77875,2042057.0293750002,1299490.836875,624430.661875,2463969.63875,1603267.9156250001,1400749.8631250001,1839538.9768750002,2733993.70875,2666487.69125,2632734.6825,1198231.8106250002,3004017.77875,2042057.0293750002,1265737.828125,607554.1575000001,1400749.8631250001,1350120.35,1113849.28875,1788909.46375,2548352.160625,2598981.67375
