Unit Name,1-Mar-2020,1-Apr-2020,1-May-2020,1-Jun-2020,1-Jul-2020,1-Aug-2020,1-Sep-2020,1-Oct-2020,1-Nov-2020,1-Dec-2020,1-Jan-2021,1-Feb-2021,1-Mar-2021,1-Apr-2021,1-May-2021,1-Jun-2021,1-Jul-2021,1-Aug-2021,1-Sep-2021,1-Oct-2021,1-Nov-2021,1-Dec-2021,1-Jan-2022,1-Feb-2022,1-Mar-2022,1-Apr-2022,1-May-2022,1-Jun-2022,1-Jul-2022,1-Aug-2022,1-Sep-2022,1-Oct-2022,1-Nov-2022,1-Dec-2022
Acadia Power Partners CC CT24,771350.5411296929,608374.1732263602,735215.5797351007,776640.3789890312,1121826.011845691,1147119.1829909831,972420.6363742562,847634.3675311063,821194.0186083514,888239.8090324686,1223251.6852589676,912134.0352652064,702472.2859281476,623421.7429088699,725755.8988500641,796994.7035248826,1172500.6622278502,1206356.3577299814,938361.6296928787,822691.3231776417,762860.3061631009,904480.0103652484,1223251.6852589676,912134.0352652064,737070.7499083275,615488.5781348755,730061.0542996784,786385.3292955476,1146741.4044062668,1176322.5657299808,954827.8496803254,834710.8400876203,786179.7786166557,895933.775771471
Acadia Power Partners CC CT25,797031.653081692,628629.1992077376,759693.6251959607,802497.6092050748,1159175.748268615,1185311.0226149396,1004796.115349856,875855.2501599661,848534.6042457281,917812.5969669621,1263978.2574197894,942502.3503513255,725860.1860541741,644177.7581305688,749918.9965525635,823529.6044745818,1211537.5451557687,1246520.4219588034,969603.1583865774,850081.7596211301,788258.7467963551,934593.4946580271,1263978.2574197894,942502.3503513255,761610.560844633,635980.4689645732,754367.4865474675,812567.0049439133,1184920.6663841214,1215486.6939588028,986617.5997291354,862501.4506969585,812354.6107227993,925762.7243108305
Acadia Power Partners CC ST13,1014862.5133888288,800435.2231569177,967319.903658608,1021822.3297875895,1475981.5482844901,1509259.6622824292,1279409.5530893155,1115228.8081726148,1080441.3574199053,1168653.2089113276,1609426.8605696172,1200090.737242511,924239.6960517183,820233.2443860463,954873.843136262,1048602.425030062,1542653.9628479392,1587197.752471135,1234598.2678420576,1082411.3544542934,1003691.9485962788,1190020.3703557043,1609426.8605696172,1200090.737242511,969760.7428936552,809795.6143950523,960538.1172206829,1034643.7180327278,1508762.6206605635,1547682.4244711343,1256262.801036005,1098225.3799725934,1034373.2759088344,1178776.1271000388
Acadia Power Partners CC ST26,1107039.3616451116,873136.2985543609,1055178.6025449075,1114631.3168130326,1610040.4236596294,1646341.0866469876,1395614.3972695926,1216521.6190369148,1178574.5308683466,1274798.3941762063,1755606.164218281,1309091.2967480433,1008185.5518612064,894732.5133067855,1041602.104532732,1143843.765938803,1682768.4890713622,1731358.0544353002,1346733.0404747971,1180723.4566889578,1094854.2087263525,1298106.2693351433,1755606.164218281,1309091.2967480433,1057841.1357186106,883346.8654087916,1047780.8472529274,1128617.2324134675,1645798.9002596475,1688253.6704352996,1370365.2967469115,1197973.8216239684,1128322.2268612408,1285840.7459645243
ACS Crookston ST G1,34942.39602726826,31240.58032169391,32288.84540971468,34188.552091638565,42203.362198972594,42880.4021989726,37969.16341836082,36524.34422595128,35159.09143413837,37300.12685493498,40781.0924135043,36172.270369486156,33501.62874180018,31556.194338453464,32012.39576926241,34664.668568620385,43273.29255852052,44106.572558520435,37038.97989534255,35981.194585499135,34156.037911120235,37640.447214482774,40781.0924135043,36172.270369486156,34222.68050514411,31386.755568564713,32138.745769262583,34415.11856862018,42726.45255852065,43481.61255852058,37492.57989534261,36240.894585499176,34658.63791112017,37458.412214482814
ACS Crookston ST G2,29950.625166229926,26777.640275737638,27676.15320832687,29304.47322140449,36174.31045626223,36754.630456262224,32544.997215737832,31306.580765101113,30136.36408640431,31971.53730422997,34955.22206871797,31004.803173845285,28715.681778685866,27048.166575817253,27439.196373653474,29712.57305881747,37091.393621589006,37805.63362158894,31747.697053150754,30841.023930427837,29276.60392381734,32263.240469556673,34955.22206871797,31004.803173845285,29333.726147266374,26902.933344484023,27547.496373653645,29498.673058817294,36622.673621589114,37269.953621589055,32136.497053150815,31063.623930427857,29707.40392381729,32107.210469556703
ACS Drayton ST G1,59910.64266045984,53564.07391147527,55361.50758465371,58618.03291480896,72358.10244852446,73518.74244852444,65099.170111475636,62622.617578202204,60281.87836480862,63952.54340045994,69919.88744143593,62018.14482769054,57440.71765337173,54105.1519996345,54887.59391530696,59434.232589634936,74192.268779178,75620.74877917788,63504.56978630151,61691.503908855666,58562.35803963468,64535.94973111333,69919.88744143593,62018.14482769054,58676.83187853276,53814.67279296805,55104.193915307274,59006.43258963458,73254.82877917823,74549.38877917812,64282.169786301645,62136.70390885571,59423.958039634585,64223.88973111339
ACS East Grand Forks ST G1,24964.236247691606,22319.738954781365,23068.73341193904,24425.601033670395,30150.69177355185,30634.291773551842,27126.088813114853,26094.235759250925,25118.879933670258,26648.373511024976,29134.762876431647,25842.228653204398,23935.094850571557,22545.192143181037,22871.269383044564,24765.68423151455,30914.927744657514,31510.127744657453,26461.672010958966,25706.27173035653,24402.413131514444,26891.45948213055,29134.762876431647,25842.228653204398,24450.146429388642,22424.157147903363,22961.519383044702,24587.434231514417,30524.32774465761,31063.72774465756,26785.672010959002,25891.771730356548,24761.41313151441,26761.434482130586
ACS East Grand Forks ST G2,49928.47249538321,44639.47790956273,46137.46682387808,48851.20206734079,60301.3835471037,61268.583547103684,54252.17762622972,52188.47151850185,50237.75986734052,53296.74702204995,58269.525752863294,51684.457306408796,47870.189701143114,45090.38428636208,45742.53876608913,49531.3684630291,61829.85548931503,63020.255489314906,52923.34402191793,51412.54346071306,48804.82626302889,53782.91896426109,58269.525752863294,51684.457306408796,48900.292858777284,44848.314295806726,45923.038766089405,49174.86846302883,61048.65548931522,62127.45548931512,53571.34402191802,51783.543460713096,49522.82626302882,53522.86896426117
ACS Hillsboro ST G1,131920.8333992193,117908.7949944369,121854.84997051576,129084.24071262655,159504.33402329584,162077.08602329585,143442.39292577104,137926.4002482149,132766.45390812575,140873.2069771529,154103.21062211634,136672.5624000474,126449.41949804066,119106.41467134538,120804.34133679717,130893.48332515743,163570.06938957793,166736.5333895776,139907.69553830166,135862.49122695593,128954.85052065691,142166.42434343454,154103.21062211634,136672.5624000474,129187.08167634762,118463.84760696808,121284.47133679781,129945.1933251567,161492.07738957842,164361.6853895782,141631.37553830192,136849.29161449688,130864.73052065668,141474.6913434347
ACS Moorhead ST G1,33115.55065071384,28561.02729573772,32807.64022006868,29236.449852404312,37934.08651200418,42570.662526197826,31324.38463740436,31926.516150068725,32316.465035737692,32376.273334584825,33608.73580346008,28705.720663845437,30777.076968943853,28965.685426484102,32297.987022169604,29979.690066484014,39824.733665395324,45241.680683782564,31368.005746483992,33194.197994105154,32880.66806315068,32695.100286363253,33608.73580346008,28705.720663845437,31944.693816040657,28753.296279817267,32551.530203782488,29608.31487815072,38868.843665395405,43905.780683782505,31346.885746483997,32548.16582442762,32588.34806315066,32535.46649991154
ACS Moorhead ST G2,22075.503667142555,19039.406641825157,21870.335976712464,19489.351724269538,25287.64904800278,28378.727972131892,20881.2682296029,21282.82341604581,21542.883499825126,21582.61681305655,22404.300830973385,19135.722939230283,20516.525920629225,19309.174020989405,21530.571886113066,19984.840492322677,26548.078129596877,30159.402035855044,20910.34661498933,22127.925813403435,21919.01178943379,21795.16576024216,22404.300830973385,19135.722939230283,21294.9324440271,19167.583610544847,21699.598319854995,19737.25938743382,25910.81812959694,29268.80203585501,20896.266614989327,21697.24240828508,21724.13178943377,21688.74558994103
Adobe Fuel Cell FC ADB00,306.60185016010786,1200.6294158222215,926.9503710923282,3109.1054319464442,2097.815559607547,153.65384633099742,1244.0225971882182,721.4407167051484,489.04384541994295,47.74650766083454,35.38732386415086,2718.2700138110267,311.4018501601076,1212.4114801777778,935.014371092328,3112.361431946444,2160.9835596075472,169.86015405283013,1260.150597188218,726.5607167051484,530.33999917037,49.70650766083458,35.38732386415086,2718.2700138110267,309.00185016010886,1206.4374158222213,930.982371092328,3110.7774319464443,2129.399559607547,161.28584633099732,1252.0865971882185,724.0007167051483,509.00123000341887,48.74650766083454
Adobe Fuel Cell FC ADB01,153.300925080054,600.3147079111109,463.4751855461641,1554.5527159732221,1048.9077798037736,76.82692316549873,622.0112985941091,360.7203583525742,244.52192270997148,23.87325383041727,17.69366193207543,1359.1350069055134,155.7009250800538,606.2057400888889,467.507185546164,1556.1807159732218,1080.4917798037736,84.93007702641506,630.075298594109,363.2803583525742,265.169999585185,24.85325383041729,17.69366193207543,1359.1350069055134,154.5009250800545,603.2187079111106,465.49118554616393,1555.3887159732221,1064.6997798037737,80.64292316549864,626.0432985941093,362.00035835257415,254.50061500170943,24.37325383041727
AE Hunlock 4 CT 4,34505.557344618726,41874.05442243921,102237.18485139616,42635.15987883933,50952.243634354,58578.2978096703,72136.3396287393,40747.93375152516,32565.768736839313,10895.448475228317,85346.73577539422,25729.027939289226,36477.73861282013,45184.81101925476,103199.58633780715,44570.2612640548,54700.23278462636,63781.91733342331,72265.19467915475,41548.33035235871,33202.73678725473,13564.532926400738,85346.73577539422,25729.027939289226,35431.10248828787,43479.79874605489,102703.86633780724,43562.215929254744,52748.34890705525,61125.415730571716,72190.8366791549,41114.57535235876,32872.256787254926,12170.480688965203
Agua Mansa CT AMP1,124503.16251090648,115601.14274336767,79677.41482266366,139396.68684199153,16022.712926494849,19753.935943175096,84334.67999256914,138388.4686715136,129117.7378021107,75457.95626162604,59687.55179290163,202073.3786146015,126061.459653019,119282.18465290549,81196.21265828001,140064.01456740717,251780.27441291526,33338.30954993648,93800.5892715004,141748.95509967316,144885.25856329143,79106.1532531697,59687.55179290163,202073.3786146015,125250.8317336351,117409.10465290559,80410.42508569983,139713.43387073616,22175.92990873636,26019.341736629,88779.45452141194,140029.29701711133,136883.70023464164,77283.23876749809
Alameda CT 1,8104.424540854605,31461.251318032722,23598.170876314456,83165.26890129643,58776.523075498226,-7745.2804091379,26579.746374414244,11350.676890391558,10361.096699229338,-8075.049495152548,-8542.557973163977,74757.58444573832,8390.747584914765,32087.747167123227,23981.45392037458,83261.99168260448,62262.332618749766,-6834.835191492812,27464.65957441637,11642.964020567177,12771.85896883268,-7737.221469127345,-8542.557973163977,74757.58444573832,8227.547584914844,31755.10716712322,23769.77392037461,83194.88475038689,60447.56486888449,-7350.52786211276,26986.250898960578,11474.004020567178,11530.668021824153,-7923.126451092364
Alameda CT 2,8104.424540854605,31461.251318032722,23598.170876314456,83165.26890129643,58776.523075498226,-7745.2804091379,26579.746374414244,11350.676890391558,10361.096699229338,-8075.049495152548,-8542.557973163977,74757.58444573832,8390.747584914765,32087.747167123227,23981.45392037458,83261.99168260448,62262.332618749766,-6834.835191492812,27464.65957441637,11642.964020567177,12771.85896883268,-7737.221469127345,-8542.557973163977,74757.58444573832,8227.547584914844,31755.10716712322,23769.77392037461,83194.88475038689,60447.56486888449,-7350.52786211276,26986.250898960578,11474.004020567178,11530.668021824153,-7923.126451092364
Alamitos ST 3,665767.7541807737,642365.9627386403,390795.3921315768,885690.3814816062,-101090.88759273026,-69643.32214006185,443592.47627086635,822395.1019120623,728042.9512886357,299725.02453399973,172979.39000274823,1352016.9691915773,676725.7420322713,667866.0847945516,400395.50215102074,889349.9013278431,1671326.080941834,15204.55013320566,498581.01768500084,844201.9319942226,835745.2739917322,323919.8008212775,172979.39000274823,1352016.9691915773,670810.1218632099,654572.5376180159,395095.4309825139,887138.7813278416,-65518.36451191787,-30594.4402360674,467413.96813885873,832675.5859371186,780136.9408019877,311421.0893835916
Alamitos ST 4,668010.6396131304,645711.6079501342,392800.48279541614,892951.7084452951,-103573.6278626303,-71782.06425401976,446498.5915203019,827672.7735419,731556.5651450172,299317.40581442753,171208.83096586558,1362728.9941225245,679061.5708589599,671299.047579925,402380.90071267704,896601.9019919499,1683333.6447967303,13320.424660271208,501326.906469805,849519.7760800135,839850.5533574803,323497.64122327627,171208.83096586558,1362728.9941225245,673098.5708589612,657922.4975799252,397075.78604410286,894371.8098536986,-67890.5404452444,-32581.155132519256,470236.1356133894,837927.468095405,783985.6051149571,310951.0442549044
Alamitos ST 5,1055532.961157285,994218.38405968,606277.9977755495,1311154.3033422306,-112659.95946470223,-67821.90983768267,674369.0109501578,1251027.2906852101,1131272.5057803672,510397.4588795611,328041.2712357622,2009413.523164462,1071986.2910369749,1033699.0684109163,621452.4910796697,1317095.2905397764,2508702.117531534,67323.77011360537,767309.6511703325,1284548.936695168,1298251.9206024643,548827.4517631026,328041.2712357622,2009413.523164462,1063110.7910369765,1013212.6684109168,613202.6410796687,1313555.435367906,-54864.582718168735,-6436.56786714989,716056.3306448061,1267107.0622989282,1211353.4295769075,529272.2517631021
Allegheny Energy Units 1 and 2 CT UNT1,160296.75759669405,122471.71280049505,126979.5647353609,273468.4857116058,256836.22623781237,264409.4058676624,248835.4196324946,222369.03665148985,172243.60749560656,215670.7990494263,261045.54062909496,217970.71751895055,178213.292163803,135546.4276014604,133424.4170258255,280284.5808387951,271861.307394513,289285.3843831583,249409.03826546093,224628.29083047007,174403.77402679453,241186.7246188577,261045.54062909496,217970.71751895055,168901.32072225393,128754.15829834923,130268.98689378121,276796.3239250168,264231.87594763126,276774.08285799733,249161.54248457222,223459.31142866408,173348.4302427944,228275.05982092192
Allegheny Energy Units 1 and 2 CT UNT2,161421.5847230167,123542.74826538398,128471.93364340391,274213.0664422726,258123.57924318872,265765.06316533993,249723.92616227243,222905.7773058984,172991.54079160668,217212.85871686728,262989.016889095,219816.5373063794,179576.0244287062,136789.00039079384,134950.30742186858,281082.7265632396,273220.3831278894,290726.38168354536,250303.43275790534,225196.2126762766,175167.53592679466,242842.98730918035,262989.016889095,219816.5373063794,170127.71088547973,129912.44045879364,131776.9622185986,277570.2714192392,265558.9791723196,278158.70139567484,250052.32913835003,224015.99290247055,174105.87189479455,229875.3202792444
Allegheny Energy Units 12 & 13 CT UN12,170549.60196882568,126285.66040885219,143421.87956375006,203709.0323346291,259866.72499617952,267062.3319178159,235530.3052857423,189140.55917226558,162375.25499507398,227056.58580237543,283323.43636709085,238062.0091622169,191248.32982738977,141908.0395488708,150220.58558721698,213433.0403782038,276643.9700525931,294640.35843160533,236250.01705642618,192552.9934759912,164919.22589598098,254777.97093792548,283323.43636709085,238062.0091622169,180643.0673528938,133831.52929998198,146888.75065044357,208502.59405642614,268124.23150351766,280660.6574137983,235944.65705642584,190787.3959237329,163678.81682131495,240723.314964422
