Unit Name,1-Jan-2021,1-Feb-2021,1-Mar-2021,1-Apr-2021,1-May-2021,1-Jun-2021,1-Jul-2021,1-Aug-2021,1-Sep-2021,1-Oct-2021,1-Nov-2021,1-Dec-2021,1-Jan-2022,1-Feb-2022,1-Mar-2022,1-Apr-2022,1-May-2022,1-Jun-2022,1-Jul-2022,1-Aug-2022,1-Sep-2022,1-Oct-2022,1-Nov-2022,1-Dec-2022
ACS Crookston ST G2,25570.676253,23113.953636,25363.065891,23702.182995,24982.446893999997,24740.234804999996,25743.684887999996,25743.684887999996,24878.641712999997,25432.269345,24844.039986,25709.083161,25639.879707,23183.157089999997,25536.074525999997,24255.810627,25259.260709999995,24774.836532,25743.684887999996,25743.684887999996,24913.24344,25639.879707,24844.039986,25709.083161
ACS Drayton ST G1,51131.93469,46219.39428,50716.79043000001,47395.63635,49955.69262,49471.357650000005,51477.88824,51477.88824,49748.12049000001,50855.17185000001,49678.929780000006,51408.697530000005,51270.31611,46357.775700000006,51062.74398000001,48502.687710000006,50509.2183,49540.54836,51477.88824,51477.88824,49817.311200000004,51270.31611,49678.929780000006,51408.697530000005
ACS East Grand Forks ST G1,21303.500330000003,19256.74996,21130.53551,19746.81695,20813.433340000003,20611.641050000002,21447.637680000003,21447.637680000003,20726.950930000003,21188.190450000002,20698.123460000003,21418.810210000003,21361.15527,19314.4049,21274.67286,20208.056470000003,21044.0531,20640.46852,21447.637680000003,21447.637680000003,20755.7784,21361.15527,20698.123460000003,21418.810210000003
ACS East Grand Forks ST G2,42607.000660000005,38513.49992,42261.07102,39493.6339,41626.86668000001,41223.282100000004,42895.27536000001,42895.27536000001,41453.901860000005,42376.380900000004,41396.246920000005,42837.62042000001,42722.31054,38628.8098,42549.34572,40416.112940000006,42088.1062,41280.93704,42895.27536000001,42895.27536000001,41511.5568,42722.31054,41396.246920000005,42837.62042000001
ACS Hillsboro ST G1,114225.93741510001,103251.59160120001,113298.52790969999,105724.6836156,111443.7088989,110516.2993935,114998.77866960001,114998.77866960001,111134.57239710001,113453.0961606,110980.00414620001,114844.2104187,114535.0739169,103560.728103,114071.36916419999,108197.77563,112834.823157,110670.8676444,114998.77866960001,114998.77866960001,111289.140648,114380.50566600001,110980.00414620001,114844.2104187
ACS Moorhead ST G1,21314.07432,19895.442750000002,21556.279710000003,17715.59424,22282.89588,22974.91128,25431.56595,24877.95363,23597.72514,17750.19501,21590.88048,22421.29896,21487.07817,20068.446600000003,22109.892030000003,18476.81118,20033.845830000002,23251.71744,25604.569800000005,25154.75979,23874.5313,19238.028120000003,21590.88048,22248.29511
ACS Moorhead ST G2,14210.832944,13264.98205,14372.319682000001,11811.601408,14856.779896,15318.170576,16956.107490000002,16586.994946,15733.422188,11834.670942,14395.389216000001,14949.058032,14326.180614,13380.32972,14741.432226,12319.131156000001,13357.260186000001,15502.726848,17071.45516,16771.551218,15917.97846,12826.660904,14395.389216000001,14833.710362
Adobe Fuel Cell FC ADB00,1011.1054592,631.940912,568.7468208,1327.0759152,1643.0463712,821.5231856,2022.2109184,442.3586384,505.5527296,631.940912,1011.1054592,252.7763648,1011.1054592,884.7172768,568.7468208,1327.0759152,1769.4345536,821.5231856,4297.1982016,3665.2572896,505.5527296,631.940912,1074.2995504,252.7763648
Adobe Fuel Cell FC ADB01,505.5527296,315.970456,284.3734104,663.5379576,821.5231856,410.7615928,1011.1054592,221.1793192,252.7763648,315.970456,505.5527296,126.3881824,505.5527296,442.3586384,284.3734104,663.5379576,884.7172768,410.7615928,2148.5991008,1832.6286448,252.7763648,315.970456,537.1497752,126.3881824
AE Hunlock 4 CT 4,133409.32610940002,80854.137036,62661.95620289999,42448.4219439,127345.2658317,129366.6192576,202135.34259,173836.3946274,135430.6795353,103089.02472090001,84896.8438878,70747.3699065,145537.4466648,103089.02472090001,74790.0767583,163729.62749790002,139473.3863871,135430.6795353,228412.9371267,173836.3946274,135430.6795353,103089.02472090001,72768.7233324,64683.3096288
Agua Mansa CT AMP1,176213.313935,122312.770849,184505.705179,240479.346076,194871.194234,140970.651148,385596.19284599996,250844.83513099997,188651.90080099998,230113.857021,236333.15045400002,248771.73732,273648.911052,159628.531447,174140.216124,265356.519808,207309.7811,145116.84677,655098.908276,267429.61761899997,182432.607368,228040.75921,261210.32418599998,310964.67165
Alameda CT 1,39732.72,36554.102399999996,27018.249599999996,61983.0432,69929.5872,28607.558399999994,104894.38079999998,25428.940799999997,25428.940799999997,30196.8672,50857.88159999999,30196.8672,49268.572799999994,44500.6464,25428.940799999997,65161.6608,69929.5872,28607.558399999994,203431.52639999997,125555.3952,23839.631999999998,30196.8672,57215.11679999999,42911.3376
Alameda CT 2,39732.72,36554.102399999996,27018.249599999996,61983.0432,69929.5872,28607.558399999994,104894.38079999998,25428.940799999997,25428.940799999997,30196.8672,50857.88159999999,30196.8672,49268.572799999994,44500.6464,25428.940799999997,65161.6608,69929.5872,28607.558399999994,203431.52639999997,125555.3952,23839.631999999998,30196.8672,57215.11679999999,42911.3376
Alamitos ST 3,1186009.8582,885331.3026,1353053.5002,1770662.6052,1386462.2286,985557.4877999999,2939968.0992,1603618.9631999999,1186009.8582,1469984.0496,1570210.2348,1720549.5125999998,1737253.8768,1002261.852,1252827.315,1904297.5188,1503392.7779999997,1002261.852,4827561.2538,1653732.0558,1102488.0372,1469984.0496,1987819.3398,2021228.0681999999
Alamitos ST 4,1181355.3062500001,894454.731875,1366996.854375,1788909.46375,1383873.3587500001,978837.25375,2970264.77,1603267.9156250001,1181355.3062500001,1485132.385,1569514.906875,1738279.950625,1755156.455,995713.758125,1265737.828125,1923921.49875,1518885.39375,1012590.2625000001,4843556.755625,1670773.933125,1080096.28,1485132.385,1991427.51625,2042057.0293750002
Alamitos ST 5,1819628.7695600002,1340779.09336,2011168.6400400002,2633673.2191,2082996.0914699999,1532318.96384,4357532.053420001,2418190.86481,1987226.15623,2418190.86481,2490018.31624,2657615.70291,2729443.15434,1532318.96384,1891456.22099,2897040.54101,2250593.4781400003,1532318.96384,7086975.20776,2777328.12196,1867513.73718,2322420.9295699997,2920983.02482,3184350.3467300003
Allegheny Energy Units 1 and 2 CT UNT1,319641.51102400006,348386.251224,279398.87474400003,281698.45396,431171.103,461065.6328080001,482911.63536,480612.05614400003,266751.189056,154071.80747200001,248354.55532800002,450717.52633600007,474863.10810400004,473713.318496,403576.152408,326540.248672,470263.949672,281698.45396,504757.637912,493259.741832,265601.399448,144873.49060800002,219609.815128,447268.15751200006
Allegheny Energy Units 1 and 2 CT UNT2,324496.143972,352015.251588,286657.371,282070.85306399997,432279.31546799996,464384.94101999997,481584.38327999995,486170.90121599997,266018.040288,154794.98033999998,247671.96854399997,451772.01669599995,479291.124312,475851.23585999996,404760.20785199996,334815.809328,473557.976892,283217.48254799994,507956.861412,491904.04863599996,266018.040288,145621.944468,223592.74937999996,448332.12824399996
Allegheny Energy Units 12 & 13 CT UN12,327112.944576,295853.00448,330462.223872,330462.223872,448803.425664,369537.148992,523603.996608,515789.011584,295853.00448,198723.904896,261243.785088,486761.924352,473364.807168,485645.49792,465549.82214400003,392982.104064,499042.61510399997,389632.82476800005,545932.525248,521371.143744,294736.578048,180861.081984,234449.55072,440988.44064000004
Allegheny Energy Units 12 & 13 CT UN13,315129.664432,287924.225776,309461.864712,303794.064992,433019.898608,366139.861912,516903.334464,507834.85491200007,285657.105888,183636.71092800001,252783.867512,476095.17647999997,454557.537544,463626.01709599997,440954.81821600004,371807.661632,479495.856312,386543.940904,541841.6532320001,518036.894408,285657.105888,166633.311768,232379.78852,433019.898608
"Allegheny Energy Units 3, 4, 5 CC UNT3",2216460.6359280003,2146096.806216,2210063.924136,2194072.144656,2302816.24512,2277229.397952,2328403.092288,2325204.7363919998,1739905.607424,1717517.1161520001,1989377.3673120001,2264435.974368,2357188.2953520003,2149295.1621120004,2350791.58356,2235650.771304,2318808.0246,1458450.288576,2344394.871768,2328403.092288,1739905.607424,1682335.2012960003,1874236.5550560001,2350791.58356
"Allegheny Energy Units 3, 4, 5 CC UNT4",2216460.6359280003,2146096.806216,2210063.924136,2194072.144656,2302816.24512,2277229.397952,2328403.092288,2325204.7363919998,1739905.607424,1717517.1161520001,1989377.3673120001,2264435.974368,2357188.2953520003,2149295.1621120004,2350791.58356,2235650.771304,2318808.0246,1458450.288576,2344394.871768,2328403.092288,1739905.607424,1682335.2012960003,1874236.5550560001,2350791.58356
"Allegheny Energy Units 3, 4, 5 CC UNT5",2192368.6724940003,2122769.667018,2186041.490178,2170223.534388,2277785.63376,2252476.904496,2303094.363024,2299930.771866,1720993.589952,1698848.4518460003,1967753.7002760002,2239822.539864,2331566.6834460003,2125933.2581760003,2325239.50113,2211350.219442,2293603.58955,1442597.5680479999,2318912.318814,2303094.363024,1720993.589952,1664048.9491080001,1853864.4185880001,2325239.50113
"Allegheny Energy Units 8, 9 CT UNT8",294262.72770399996,268775.404832,293104.21302799997,264141.346128,400846.07789599994,359139.54955999996,508587.9427639999,508587.9427639999,276885.00756399997,167984.62802,244446.596636,458771.81169599993,435601.518176,424016.37141599995,411272.7099799999,337127.770716,451820.72364,377675.78437599994,535233.780312,513222.00146799994,275726.492888,157557.995936,215483.729736,421699.34206399997
"Allegheny Energy Units 8, 9 CT UNT9",307350.79161600006,276386.346192,305057.128992,277533.177504,420887.091504,361251.86328000005,511486.76515200007,508046.271216,282120.50275200006,173171.52811200003,246568.73208000005,465613.51267200004,442676.8864320001,439236.392496,427768.07937600004,353224.044096,464466.68136000005,379601.164272,539010.71664,511486.76515200007,279826.840128,161703.214992,225925.76846400002,431208.573312
Allen S King ST 1,4408282.523736,5936961.140838,6162115.355760001,5854009.587971999,3969824.31573,6884978.887878001,8437357.948656,7809296.191242,5131146.055853999,5617005.151211999,5877710.031648001,8022600.184326,6126564.690246001,6873128.6660400005,7951498.853298,7062732.215448,5936961.140838,7584141.97632,8591410.83255,8117401.9590300005,6434670.458034,6138414.912084,5439251.823642001,7027181.549934
Alpaca IC 1,28464.982104,25155.100464,24713.782912000002,14342.82044,22286.536376,37291.333144,61343.139728,58033.25808800001,24493.124136000002,13680.844112,21403.901272,38615.285800000005,38173.968248000005,32436.840072000003,33540.133952000004,16770.066976000002,25596.418016,39056.603352000006,63549.727488,59798.52829600001,24272.465360000002,13018.867784,19417.972288,23169.17148
Alpaca IC 2,28464.982104,25155.100464,24713.782912000002,14342.82044,22286.536376,37291.333144,61343.139728,58033.25808800001,24493.124136000002,13680.844112,21403.901272,38615.285800000005,38173.968248000005,32436.840072000003,33540.133952000004,16770.066976000002,25596.418016,39056.603352000006,63549.727488,59798.52829600001,24272.465360000002,13018.867784,19417.972288,23169.17148
Alpaca IC 3,28464.982104,25155.100464,24713.782912000002,14342.82044,22286.536376,37291.333144,61343.139728,58033.25808800001,24493.124136000002,13680.844112,21403.901272,38615.285800000005,38173.968248000005,32436.840072000003,33540.133952000004,16770.066976000002,25596.418016,39056.603352000006,63549.727488,59798.52829600001,24272.465360000002,13018.867784,19417.972288,23169.17148
Alpine CT AI1,822931.2784000001,644033.1744,944581.9891200002,529538.3878400001,436511.37376000005,1051920.85152,1595771.0876800003,1466964.4528,572473.9328000001,522382.4636800001,665500.9468800001,1223663.0313600004,930270.1408000003,758527.9609600002,1109168.2448,758527.9609600002,772839.8092800002,1173571.56224,1767513.2675200002,1531367.7702400002,729904.2643200002,586785.78112,586785.78112,551006.1603200001
Alpine CT AI2,734463.0260000001,580225.7905400001,888700.2614600001,499434.85768,403954.66430000006,1035592.86666,1527683.0940800002,1454236.7914800001,543502.63924,455367.07612000004,602259.68132,1182485.4718600002,910734.1522400001,741807.6562600001,1013558.9758800002,712429.13522,675705.98392,1138417.6903,1689264.9598,1505649.2033,624293.5721000001,528813.37872,550847.2695,514124.1182
Alsey CT 1,66747.41863510001,58226.47157530001,55386.15588870001,62486.94510520001,99411.04903100002,102251.36471760002,151956.88923310002,154797.20491970002,105091.68040420001,89469.94412790002,120713.41668050001,103671.52256090002,200242.25590530006,61066.78726190001,66747.41863510001,103671.52256090002,119293.25883720002,113612.62746400002,166158.4676661,171839.09903930002,115032.78530730002,89469.94412790002,69587.73432170002,89469.94412790002
Alsey CT 2,66747.41863510001,58226.47157530001,55386.15588870001,62486.94510520001,99411.04903100002,102251.36471760002,151956.88923310002,154797.20491970002,105091.68040420001,89469.94412790002,120713.41668050001,103671.52256090002,200242.25590530006,61066.78726190001,66747.41863510001,103671.52256090002,119293.25883720002,113612.62746400002,166158.4676661,171839.09903930002,115032.78530730002,89469.94412790002,69587.73432170002,89469.94412790002
Alsey CT 3,39048.201679900005,34063.3248697,32401.699266300006,36555.7632748,58156.896119000005,59818.52172240001,88896.96978190001,90558.59538530001,61480.14732580001,52341.20650710001,70619.08814450001,60649.334524100006,117144.60503970002,35724.950473100005,39048.201679900005,60649.334524100006,69788.27534280001,66465.024136,97205.09779890001,100528.3490057,67295.8369377,52341.20650710001,40709.82728330001,52341.20650710001
Alsey CT 4,37317.0006202,32553.1282006,30965.1707274,34935.0644104,55578.511562,57166.4690352,84955.7248162,86543.68228939999,58754.4265084,50020.6604058,67488.192611,57960.4477718,111951.00186060001,34141.0856738,37317.0006202,57960.4477718,66694.2138744,63518.298928000004,92895.5121822,96071.4271286,64312.2776646,50020.6604058,38904.958093400004,50020.6604058
Alsey CT 5,51358.9647711,44802.5011833,42617.0133207,48080.7329772,76492.07519100001,78677.56305360001,116923.6006491,119109.0885117,80863.05091620001,68842.8676719,92883.23416050001,79770.3069849,154076.89431330003,46987.9890459,51358.9647711,79770.3069849,91790.4902292,87419.514504,127851.0399621,132222.0156873,88512.2584353,68842.8676719,53544.452633700006,68842.8676719
Alsey CT 6,86560.052985,75509.833455,71826.426945,81034.94322,128919.22785000001,132602.63436000003,197062.248285,200745.654795,136286.04087000003,116027.30506500001,156544.776675,134444.33761500003,259680.15895500005,79193.239965,86560.052985,134444.33761500003,154703.07342,147336.2604,215479.280835,222846.093855,149177.963655,116027.30506500001,90243.45949500002,116027.30506500001
Amazon San Bernardino FC AMZ00,1485.287979,1697.4719759999998,1556.015978,2263.295968,2121.83997,1060.919985,5446.055923,636.5519909999999,919.463987,1414.55998,2475.479965,1414.55998,919.463987,1838.927974,1414.55998,2475.479965,2334.023967,1060.919985,9760.463861999999,707.27999,848.7359879999999,1414.55998,2687.663962,1980.3839719999999
AMP Fremont Energy Center CC CA01,58309.981283580004,57056.00319146,55802.02509934,36365.36467148,43262.244178140005,91540.40072476,137937.5901332,126024.79825806,68341.80602054,38246.33180966,45770.20036238,93421.36786294,77119.65266538,70222.77315872,72103.7402969,39500.30990178,47651.16750056,95302.33500112,147342.4258241,127905.76539623999,68341.80602054,38246.33180966,43262.244178140005,41381.27703996
AMP Fremont Energy Center CC CA01,1071548.2186582203,1048504.1709451402,1025460.1232320601,668277.3836793201,795019.6461012601,1682215.48305484,2534845.2484388,2315926.7951645404,1255900.6003628601,702843.45524894,841107.74152742,1716781.5546244602,1417208.93435442,1290466.67193248,1325032.7435021002,725887.5029620201,875673.81309704,1751347.62619408,2707675.6062869006,2350492.86673416,1255900.6003628601,702843.45524894,795019.6461012601,760453.5745316402
AMP Fremont Energy Center CC CT01,30939.3219051,30273.9601437,29608.5983823,19295.4910806,22954.9807683,48571.4085822,73189.793754,66868.8570207,36262.215996299994,20293.533722699998,24285.7042911,49569.4512243,40919.748326099994,37260.258638399995,38258.301280499996,20958.895484099998,25283.7469332,50567.4938664,78180.0069645,67866.8996628,36262.215996299994,20293.533722699998,22954.9807683,21956.9381262
AMP Fremont Energy Center CC CT01,568530.5025207001,556304.0401009001,544077.5776811,354567.4101742,421812.95348310005,892531.7566454001,1344910.866178,1228759.4731899002,666342.2018791001,372907.1038039,446265.87832270004,910871.4502751001,751927.4388177,684681.8955088,703021.5891385,385133.5662237,464605.57195240003,929211.1439048001,1436609.3343265,1247099.1668196002,666342.2018791001,372907.1038039,421812.95348310005,403473.25985340006
AMP Fremont Energy Center CC CT02,30448.221557400004,29793.421093800003,29138.620630200003,18989.213444400004,22590.615994200005,47800.433842800005,72028.050996,65807.4465918,35686.625266200004,19971.414139800003,23900.216921400002,48782.63453820001,40270.228511400004,36668.82596160001,37651.026657,20626.214603400003,24882.4176168,49764.8352336,76939.05447300001,66789.6472872,35686.625266200004,19971.414139800003,22590.615994200005,21608.415298800002
AMP Fremont Energy Center CC CT02,559526.9961462001,547494.1575194,535461.3188926,348952.3201772,415132.9326246001,878397.2197564,1323612.2489480001,1209300.2819934,655789.7051606,367001.5781174,439198.6098782,896446.4776966,740019.5755482,673838.9631008,691888.2210410001,379034.41674420005,457247.86781840003,914495.7356368001,1413858.5386490002,1227349.5399336,655789.7051606,367001.5781174,415132.9326246001,397083.67468440003
Anadarko (OK) CC 4,671883.178096,515417.232512,644271.54064,368155.16608,485504.625268,621261.8427599999,929591.7943519999,821446.214316,430281.350356,370456.135868,494708.50442,662679.2989439999,773125.8487679999,460193.9576,780028.758132,467096.8669639999,522320.14187600004,678786.08746,1069950.95142,964106.3411719999,584446.326152,398067.773324,494708.50442,632766.6917
