Unit Name,1-Jan-2021,1-Feb-2021,1-Mar-2021,1-Apr-2021,1-May-2021,1-Jun-2021,1-Jul-2021,1-Aug-2021,1-Sep-2021,1-Oct-2021,1-Nov-2021,1-Dec-2021,1-Jan-2022,1-Feb-2022,1-Mar-2022,1-Apr-2022,1-May-2022,1-Jun-2022,1-Jul-2022,1-Aug-2022,1-Sep-2022,1-Oct-2022,1-Nov-2022,1-Dec-2022
Broken Bow IC 5,-255.22274520547944,-210.23355852968035,-255.22274520547944,63.78962679756472,-152.38014344203862,-199.4630259802131,-255.22274520547944,592.4904915041978,-246.98975342465752,-255.22274520547944,155.60218057534246,-255.22274520547944,-255.22274520547944,-230.52376986301368,-255.22274520547944,65.04765679756463,332.57337853645595,-198.63163598021305,-255.22274520547944,593.7191615041978,-246.98975342465752,-255.22274520547944,155.57062057534233,-255.22274520547944
Broken Bow IC 6,-510.4454904109589,-420.4671170593607,-510.4454904109589,127.57925359512944,-304.76028688407723,-398.9260519604262,-510.4454904109589,1184.9809830083957,-493.97950684931504,-510.4454904109589,311.20436115068514,-510.4454904109589,-510.4454904109589,-461.04753972602737,-510.4454904109589,130.09531359512926,665.1467570729119,-397.2632719604261,-510.4454904109589,1187.4383230083956,-493.97950684931504,-510.4454904109589,311.14124115068466,-510.4454904109589
Brookside FC BRK,8253.162590322574,1925.411530357142,1268.8407725806446,2049.45004,4930.946296774194,3835.7035566666655,5489.854983870961,14983.264194838712,4114.026716666671,1118.288154838709,592.0611083333331,2450.802944516129,8551.419718064517,2051.479119642857,1615.850429032259,2080.86184,5024.9234841935495,3907.430976666665,5579.791713870967,15009.154614838711,4110.621986666667,1113.2506748387095,570.5012483333333,2406.568546451611
Brunner Island ST 1,428700.9800701615,34883.66643236531,143775.66289031273,35022.032720867486,672046.6005208723,301554.14276553394,504517.279639169,479850.48758837744,470746.1893648677,225294.1182411512,156896.283893978,-6579.2841804615455,507702.3145065495,103956.39432169788,200741.05919826962,320410.45321753464,696800.6415727409,323983.5837295346,551632.931023537,489003.92344517214,469460.4315208693,214982.63106508623,126674.29658642336,-29682.57949037559
Brunner Island ST 2,587089.4162617233,88605.74552308302,222313.97539931792,67259.14690672216,901350.7924960346,439488.55893065495,751934.7413017245,700343.2777704361,658133.2872510112,332848.776776077,261356.08497936587,50760.46395253198,694550.5047542537,181344.8577161489,306875.1683776751,483278.8507962559,936116.5645543276,472412.0016739886,819520.0424121313,713861.7822451328,656347.3928750139,317775.98291567224,216747.46324025543,12171.67895130231
Brunner Island ST 3,1402992.288615865,389173.29041110864,678160.7557616855,266028.96716281597,2085738.9640023878,1208752.9023300167,2102272.930381556,1950312.2092602307,1644536.3677253965,939700.3895702052,864756.4753698396,468690.6926744811,1681016.8936478437,631295.8460337739,927211.3281551609,1395737.2853319761,2176663.051361395,1297439.1238548164,2266218.3659094116,1987370.0811580212,1640082.2486854023,897742.4386844232,743968.3730327712,343694.5151600449
Brunot Island CC 2A,-1469.9183441440546,-58797.97938489633,-4133.250932015188,-15878.251056164372,-49806.66850324087,-31118.772156164225,74394.98475495254,72922.05841346912,106859.97898783555,128721.91715004944,55805.42002783547,-15967.162134660059,11544.030721081857,-14985.87185546779,6875.689611404217,-13386.890826164454,-47396.385497692485,159772.01301583598,82170.25870985622,74525.68940740434,106654.37722783547,127384.46621004949,52135.51738783563,-37310.18382124089
Brunot Island CC 2B,-1543.4142613512522,-61737.878354141154,-4339.913478615941,-16672.163608972594,-52297.00192840295,-32674.710763972427,78114.73399270019,76568.16133414254,112202.97793722729,135158.01300755196,58595.69102922725,-16765.520241393097,12121.232257135896,-15735.165448241198,7219.474091974422,-14056.235367472647,-49766.20477257714,167760.6136666277,86278.77164534914,78251.9738777746,111987.09608922724,133753.689520552,54742.2932572274,-39175.69301230295
Brunot Island CC 3,-1570.6349714280368,-62826.72982423181,-4416.4551625421445,-16966.20529519784,-53219.34764142591,-33250.984322419885,79492.41889556976,77918.5698232809,114181.86643700206,137541.75221403426,59629.12473344643,-17061.20842907198,12335.010603822637,-16012.681593712812,7346.801677370793,-14304.140753142361,-50643.91561512699,170719.3546484025,87800.44310293904,79632.079237171,113962.17714900197,136112.66111703438,55707.76580144651,-39866.62234232593
Brunot Island CC ST4,-2749.2917177509225,-109973.99847915792,-7730.710076546849,-29698.210308751935,-93156.91701532087,-58203.62940319606,139146.17518981875,136391.25740296996,199867.73847724794,240757.65985472206,104376.8041261367,-29864.506955567893,21591.613015356765,-28029.13069263418,12860.08612503385,-25038.443952640926,-88648.79509753591,298832.8391592487,153688.81721658303,139390.6412990341,199483.18703724776,238256.13124472232,97512.72696613701,-69783.86233232095
Brunswick County Power CC CT01,1469329.544031881,1140976.0421053602,1318067.2918245893,1236708.2944449813,1340708.0802788055,1775001.1369239914,2354238.1167652975,2321064.7447537333,1800760.1426794878,1554788.5379365536,1410102.343846713,1700673.6882279993,1922700.875473913,1654281.4974065863,1725102.1741474655,1364413.2683959831,1476733.7944217555,1865787.1560424895,2502491.326398303,2354470.741020875,1796381.2173892632,1509175.261919055,1270132.0297040972,1532866.6526437607
Brunswick County Power CC CT02,1469329.544031881,1140976.0421053602,1318067.2918245893,1236708.2944449813,1340708.0802788055,1775001.1369239914,2354238.1167652975,2321064.7447537333,1800760.1426794878,1554788.5379365536,1410102.343846713,1700673.6882279993,1922700.875473913,1654281.4974065863,1725102.1741474655,1364413.2683959831,1476733.7944217555,1865787.1560424895,2502491.326398303,2354470.741020875,1796381.2173892632,1509175.261919055,1270132.0297040972,1532866.6526437607
Brunswick County Power CC CT03,1469329.544031881,1140976.0421053602,1318067.2918245893,1236708.2944449813,1340708.0802788055,1775001.1369239914,2354238.1167652975,2321064.7447537333,1800760.1426794878,1554788.5379365536,1410102.343846713,1700673.6882279993,1922700.875473913,1654281.4974065863,1725102.1741474655,1364413.2683959831,1476733.7944217555,1865787.1560424895,2502491.326398303,2354470.741020875,1796381.2173892632,1509175.261919055,1270132.0297040972,1532866.6526437607
Brunswick County Power CC ST01,3196427.101965578,2482116.253969408,2867366.297040221,2690375.2977989474,2916619.80189138,3861394.990067969,5121485.885501068,5049319.457083395,3917431.9658784624,3382337.3665029914,3067582.331495691,3699700.6496820184,4182705.7873440613,3598777.574485277,3752843.1695272955,2968188.836259952,3212534.54818965,4058893.837871466,5444000.721705873,5121991.943844563,3907905.9099082323,3283108.7678104946,2763086.37453807,3334647.7868843963
Bryan (OH) CT 1,-14196.894768969072,-13050.222890167319,-7139.987176210992,-3627.330238436076,-15260.611934581972,-8332.320097269388,-15399.191412904547,-6784.164280001318,13947.89830473061,29313.98234664384,8800.326728397264,-15381.305124081973,-13819.11746584004,-12937.38185016732,-6713.911786210996,-3542.256613436075,-15230.743394581972,-8027.144828602723,-15189.339042904547,-6734.03602000132,13937.90377473061,29233.533543143843,8680.207508397263,-13683.897870856168
Bryan (OH) CT 2,-14196.894768969072,-13050.222890167319,-7139.987176210992,-3627.330238436076,-15260.611934581972,-8332.320097269388,-15399.191412904547,-6784.164280001318,13947.89830473061,29313.98234664384,8800.326728397264,-15381.305124081973,-13819.11746584004,-12937.38185016732,-6713.911786210996,-3542.256613436075,-15230.743394581972,-8027.144828602723,-15189.339042904547,-6734.03602000132,13937.90377473061,29233.533543143843,8680.207508397263,-13683.897870856168
Bryan (OH) CT 6,-4368.275313528947,-4015.4531969745603,-2196.9191311418454,-1116.1016118264852,-4695.5729029483,-2563.790799159812,-4738.212742432168,-2087.4351630773294,4291.661016840185,9019.68687589041,2707.7928395068475,-4732.709268948301,-4252.036143335397,-3980.7328769745604,-2065.8190111418457,-1089.9251118264847,-4686.382582948299,-2469.890716493145,-4673.642782432167,-2072.0110830773287,4288.585776840187,8994.93339789041,2670.8330795068496,-4210.430114109591
Bryan (TX) CT 7,15045.106419460892,951.3107076712258,5080.504913815716,8831.069188219157,-18959.38308328105,10755.750478219172,20259.305069622184,36047.46691204156,-14224.829201780825,79573.83547333188,-13218.914571780831,-23827.463458119753,15208.19241946088,909.6971076712325,4892.478683815716,5122.068356552503,-18817.376673281047,10799.14487821917,20120.394479622184,36255.051912041534,-14269.855301780826,79809.41137333184,-13128.991731780827,-23793.752368119756
BTE Baytown Chiller CC 1,44138.42792415987,44257.33629415472,61047.8964401179,67037.24621393018,44280.68839710497,64239.956974430104,79291.51536936297,104723.03068118216,49646.029205030376,92129.09364327586,35453.47843088026,42878.30911124038,52036.10181011139,43073.82185995475,56840.168013817834,39555.485625830166,58235.66640940191,75274.87515263,77277.69655414355,109439.24403582088,47767.502328230425,93750.75693707909,40601.48800598007,53579.17686677903
BTE Baytown Chiller CC 1,856645.8154260411,858953.6084845134,1184827.541113308,1301069.8193764812,859406.82991116,1246779.5731159805,1538902.675842126,2032481.6770980454,963538.2402853856,1788056.4909133743,688086.8977095331,832189.2237712163,1009925.1596207332,835983.7671187138,1103163.260839607,767699.3230645813,1130247.321537575,1460947.0667377778,1499818.1514896026,2124014.715878891,927079.4839621866,1819529.9968808612,788000.3080344296,1039873.4122511598
Buchanan Generation LLC CT 1,46902.450939890026,33842.25654211499,46650.22077236297,37254.51988660579,25306.80834709408,73576.90695938337,91418.38147631419,90422.73180373404,94565.0059821613,86827.51783279309,60223.004310494725,51980.60951959442,59428.91207833066,44928.04430485312,56286.94464486292,39879.789808827976,28453.527117578098,77105.16338438349,97538.82729163695,91831.71288349222,94426.71788660559,85964.031797363,57541.70631993911,46290.77636411059
Buchanan Generation LLC CT 1,46902.450939890026,33842.25654211499,46650.22077236297,37254.51988660579,25306.80834709408,73576.90695938337,91418.38147631419,90422.73180373404,94565.0059821613,86827.51783279309,60223.004310494725,51980.60951959442,59428.91207833066,44928.04430485312,56286.94464486292,39879.789808827976,28453.527117578098,77105.16338438349,97538.82729163695,91831.71288349222,94426.71788660559,85964.031797363,57541.70631993911,46290.77636411059
Buchanan Generation LLC CT 2,43282.410793185714,30688.255292853122,43290.056657862966,34601.35701343918,21722.620249819905,68683.97967988346,83545.53198962595,82588.80684131474,90665.3684614946,84715.5974854329,57460.46280793914,45809.214780680464,54093.0750993254,40361.322647615016,51701.34376186297,36741.86221927246,24247.582631002788,71897.33143138347,89181.65021554014,83917.23495508905,90536.5343244389,83928.70831311028,55094.48128038358,40761.423841067575
Buchanan Generation LLC CT 2,43282.410793185714,30688.255292853122,43290.056657862966,34601.35701343918,21722.620249819905,68683.97967988346,83545.53198962595,82588.80684131474,90665.3684614946,84715.5974854329,57460.46280793914,45809.214780680464,54093.0750993254,40361.322647615016,51701.34376186297,36741.86221927246,24247.582631002788,71897.33143138347,89181.65021554014,83917.23495508905,90536.5343244389,83928.70831311028,55094.48128038358,40761.423841067575
Burlingame IC 1,-42.50398056375022,87.79867234429238,-61.91429561643835,498.4825899593606,155.77046482334654,154.47083579269423,-61.91429561643835,1054.308081025497,-35.57385836286147,-37.41935798633094,696.6077626260275,-61.91429561643835,-41.13465656375021,-47.837612741422014,-61.91429561643835,502.6340889593603,911.4190371738839,157.2144227926942,-61.91429561643835,1058.362692025497,-34.24162636286144,-32.32613798633096,696.573046626027,-61.91429561643835
Burlingame IC 3,-30.911986664545587,63.85357828675811,-45.028578630136984,362.53279029771693,113.28760998061577,112.34242363105045,-45.028578630136984,766.7695110730888,-25.87189779117192,-27.214081735513236,506.6238249643837,-45.028578630136984,-29.916114664545567,-34.790991884670504,-45.028578630136984,365.55206229771693,662.8502048537338,114.33775963105043,-45.028578630136984,769.7183190730885,-24.903001791171924,-23.509921735513238,506.59857696438354,-45.028578630136984
Burlingame IC 4,-42.50398056375022,87.79867234429238,-61.91429561643835,498.4825899593606,155.77046482334654,154.47083579269423,-61.91429561643835,1054.308081025497,-35.57385836286147,-37.41935798633094,696.6077626260275,-61.91429561643835,-41.13465656375021,-47.837612741422014,-61.91429561643835,502.6340889593603,911.4190371738839,157.2144227926942,-61.91429561643835,1058.362692025497,-34.24162636286144,-32.32613798633096,696.573046626027,-61.91429561643835
Burlingame IC 5,-30.911986664545587,63.85357828675811,-45.028578630136984,362.53279029771693,113.28760998061577,112.34242363105045,-45.028578630136984,766.7695110730888,-25.87189779117192,-27.214081735513236,506.6238249643837,-45.028578630136984,-29.916114664545567,-34.790991884670504,-45.028578630136984,365.55206229771693,662.8502048537338,114.33775963105043,-45.028578630136984,769.7183190730885,-24.903001791171924,-23.509921735513238,506.59857696438354,-45.028578630136984
Burlington (IA) CT GT1,39358.59384058131,15103.397262869361,11459.836020963046,9358.462964634706,24147.153654984548,12971.546284856917,17862.559753952304,22153.305904753353,26162.207417412475,11872.269355457685,15264.258401412535,7480.702249613562,41228.5075270974,16100.810480155085,13591.340302581275,11589.166500745816,26964.407919339385,14180.787166745818,19722.51500643612,23331.15683942544,27046.902766301377,12441.407819473829,14231.359832301376,5972.001107618948
Burlington (IA) CT GT2,37353.06039647526,14333.797402340988,10875.895331996771,8881.598609748864,22916.725443265597,12310.575773526627,16952.365626362385,21024.475030625792,24829.10130697108,11267.312955179586,14486.461794971128,7099.519969378473,39127.691856926846,15280.387016198141,12898.787930475219,10998.635723637748,25590.425350201076,13458.199285637751,18717.5460889107,22142.30808327637,25668.7166380822,11807.45073313121,13506.1950000822,5667.695318695688
Burlington (IA) CT GT3,40361.36056263434,15488.197193133547,11751.806365446173,9596.895142077632,24762.36776084403,13302.031540522064,18317.656817747265,22717.72134181715,26828.76047263318,12174.747555596738,15653.156704633231,7671.293389731107,42278.91536218269,16511.02221213356,13937.616488634301,11884.431889299847,27651.399203908557,14542.08110729985,20224.99946519883,23925.581217499977,27735.99583041097,12758.386362645133,14593.942248410964,6124.154002080575
Burlington (IA) CT GT4,31085.768383643823,11928.797838189812,9051.080678977185,7391.397500730597,19071.637281643845,10245.04292561948,14108.008977643862,17496.878548977165,20663.1447118417,9376.824204310531,12055.847399841745,5908.325343643834,32562.642887643815,12716.563691332676,10734.561767643803,9153.227045175037,21296.72982164385,11200.112157175043,15577.018221643813,18427.155720310522,21361.88498739727,9826.33483831054,11240.054899397264,4716.739728310504
Burlington (IA) ST 1,1243041.7266199181,1058915.2963227218,1018500.8171509756,955376.8297266113,1006218.6765537539,1217557.4755932111,1702219.06645816,1614643.4659692266,1098046.2283602068,1122772.7918859215,1275662.3364138051,1390411.0030804276,1516025.1924328653,1246040.9421211174,1400531.1812751538,1349620.929388214,1355705.3032325485,1382606.8095336051,1903011.2012141466,1722098.462811974,1275817.7154570054,1216030.5156755794,1150966.1493330188,1139591.751374502
Burlington (KS) IC 1A,-1693.493819178082,-1529.607320547945,-1693.493819178082,-1073.8044278569253,-1544.3068176512004,-1600.309733412481,-1693.493819178082,-54.56554775872746,-1638.8649863013698,-1693.493819178082,-992.4788116347031,-1693.493819178082,-1693.493819178082,-1529.607320547945,-1693.493819178082,-1071.2883678569256,-630.8979756942113,-1598.6469534124808,-1693.493819178082,-52.10820775872753,-1638.8649863013698,-1693.493819178082,-992.5208916347033,-1693.493819178082
Burlington (KS) IC 2,-1100.7709824657534,-994.2447583561642,-1100.7709824657534,-697.9728729070011,-1003.7994262732802,-1040.2013215181123,-1100.7709824657534,-35.467600843172704,-1065.2622410958902,-1100.7709824657534,-645.1112171625566,-1100.7709824657534,-1100.7709824657534,-994.2447583561642,-1100.7709824657534,-696.3374339070012,-410.08367380123707,-1039.1205145181123,-1100.7709824657534,-33.87032984317307,-1065.2622410958902,-1100.7709824657534,-645.1385691625567,-1100.7709824657534
Burlington (KS) IC 4A,-1947.5178920547944,-1759.048418630137,-1947.5178920547944,-1234.8750920354637,-1775.9528402988806,-1840.3561934243528,-1947.5178920547944,-62.75037992253692,-1884.694734246575,-1947.5178920547944,-1141.3506333799087,-1947.5178920547944,-1947.5178920547944,-1759.048418630137,-1947.5178920547944,-1231.981623035464,-725.5326720483436,-1838.4439964243527,-1947.5178920547944,-59.92443892253709,-1884.694734246575,-1947.5178920547944,-1141.3990253799088,-1947.5178920547944
Burlington (KS) IC 5,-846.746909589041,-669.8447669406391,-846.746909589041,-372.94830648401825,-669.2356258256002,-668.0816742617959,-846.746909589041,110.7169278303137,-817.6862625951293,-846.746909589041,-192.83451315068487,-846.746909589041,-846.746909589041,-764.8036602739725,-846.746909589041,-369.1742164840184,-39.641677976138,-666.4188942617959,-846.746909589041,113.17426783031351,-816.4751425951292,-846.746909589041,-192.866073150685,-846.746909589041
Burlington (KS) IC6,-4064.3851660273967,-3215.254881315068,-4064.3851660273967,-1790.1518711232875,-3212.331003962881,-3206.7920364566203,-4064.3851660273967,531.4412535855054,-3924.8940604566205,-4064.3851660273967,-925.6056631232877,-4064.3851660273967,-4064.3851660273967,-3671.057569315068,-4064.3851660273967,-1772.0362391232889,-190.28005428546203,-3198.8106924566205,-4064.3851660273967,543.2364855855058,-3919.0806844566205,-4064.3851660273967,-925.7571511232877,-4064.3851660273967
Burlington (NJ) CT 121,246630.40288548628,53755.96764719182,72263.49404393829,38872.975633205504,139839.07364806728,97203.74649987205,154914.01219851858,141059.32713232527,110634.08891720549,71981.22752342184,43139.76892387216,86529.55872755093,262623.67179000244,67524.10256519193,85615.32618974458,41796.17277720554,144088.8571115512,101957.55788387202,164104.21308664719,143138.27971748638,110371.15589720542,69507.6007458735,38373.39645053869,78907.10840458318
Burlington (NJ) CT 122,246081.54930251857,53364.69393719183,71815.16285090602,38562.16776520549,139313.9199967125,96557.3451452054,153760.71337735717,139938.86363929315,109916.2874785388,71379.42295348638,42657.6490852055,85698.50497864775,262009.76047800246,66985.80096719194,84955.16128574454,41434.799345205516,143508.52700251897,101264.09735853873,162889.00507864717,141999.5504063896,109654.89207853876,68941.75781606705,37937.56952520534,78166.96474768
Burlington (NJ) CT 123,258259.20008806695,63117.66559619187,83115.92388664788,46974.47748920557,152179.31810509946,112040.49833187221,180258.87441206674,166568.38444032543,126701.75202520557,85780.89030535732,54407.49618253887,106123.0276733576,275871.1159074216,79939.03130519205,101041.29345748652,51838.5280372055,157440.90848651898,117863.52070253853,190867.15952471178,169108.14579438945,126378.85182520536,82708.75657567976,48419.27739587205,96212.56148264761
Burlington (NJ) CT 124,256017.3015462604,61247.564551191856,80803.80098897053,45112.92992720548,149645.15398671242,109033.72745987219,175285.82187193766,161391.73080703503,123403.9028272057,82995.79956967992,52090.745587872116,102076.80091309964,273290.72088561533,77409.59254019201,97874.13729432516,49648.159577205464,154793.85090348672,114664.49884387193,185539.73208438914,163874.90126219584,123097.47414987204,80029.84457000231,46397.44805720534,92620.49749032501
C P Crane CT GT1,-17796.94168767123,-16074.65700821918,-16296.874687778758,-11565.915988964993,-17796.94168767123,-17222.84679452055,-17796.94168767123,-16088.02025810134,-9840.432470076106,5963.629528242742,-5458.829541187219,-17796.94168767123,-17796.94168767123,-16074.65700821918,-16262.885767778758,-11553.700288964994,-17796.94168767123,-17222.84679452055,-17796.94168767123,-16085.44957810134,-9841.457550076104,5940.121288242739,-5501.949261187216,-17796.94168767123
C W Burdick CT GT1,-7073.181188400943,-3976.6919612237425,-7985.490676164383,3858.7365723713838,-4405.488650465459,-2889.9449454063915,-7985.490676164383,9369.295015448519,-6749.214964517503,-5028.833753476218,4404.260979260273,-7985.490676164383,-7054.757556400943,-6452.769045795172,-7985.490676164383,4007.6873243713862,8778.098335577546,-2853.0312294063924,-7985.490676164383,9442.032279448515,-6731.290388517503,-4943.175053476218,4403.793891260274,-7985.490676164383
C W Burdick CT GT2,-19116.70587459714,-10747.816031415521,-21582.40723287671,10429.018083165916,-11906.726042339076,-7810.6618946118615,-21582.40723287671,25322.419120671675,-18241.12148572298,-13591.442376962728,11903.408172054802,-21582.40723287671,-19066.91227459714,-17439.91629998695,-21582.40723287671,10831.58768316593,23724.59033615553,-7710.895094611864,-21582.40723287671,25519.00632067167,-18192.676685722978,-13359.932376962734,11902.145772054795,-21582.40723287671
C W Burdick CT GT3,-19116.70587459714,-10747.816031415521,-21582.40723287671,10429.018083165916,-11906.726042339076,-7810.6618946118615,-21582.40723287671,25322.419120671675,-18241.12148572298,-13591.442376962728,11903.408172054802,-21582.40723287671,-19066.91227459714,-17439.91629998695,-21582.40723287671,10831.58768316593,23724.59033615553,-7710.895094611864,-21582.40723287671,25519.00632067167,-18192.676685722978,-13359.932376962734,11902.145772054795,-21582.40723287671
Caithness Long Island CC CT01,2140211.034596945,957532.6862055373,1215985.3013755847,1143340.4274085667,1423883.1317840822,1353627.593086396,2096994.0518435412,1728250.747592294,1069181.8342907608,971563.05468135,1114374.1406829231,2376645.5989489695,2615135.2623328185,1394934.8517168039,1476598.4237841181,1104433.337705064,1408940.5966914713,1340267.5488502604,2105501.510716617,1767033.1269413382,1078157.8814952383,829282.6843780752,1052497.449594464,2322655.836269504
Caithness Long Island CC ST01,1405978.051925001,629036.0712299151,798822.4607576834,751099.5508523427,935397.6778143609,889244.4042173404,1377587.3333278736,1135347.2064474924,702382.2269063392,638253.1016154854,732070.6033683437,1561300.0285066224,1717972.0701456468,916380.5595219878,970028.1616100047,725540.1488573414,925581.4138849082,880467.7328213388,1383176.174923325,1160824.6819322663,708278.9002523465,544784.2452118738,691421.6822153413,1525832.3011989442
Calcasieu Generation CT G101,178920.32621698748,32194.69097072939,28107.955109718496,60617.392921863306,262176.2516458047,256151.98712986312,320962.2087818052,329964.179466107,424338.8844711974,134351.79220399886,187362.79964186222,134961.3109422341,752779.9426649023,44979.347242920056,60743.43071892273,201620.6458311954,314284.956853804,279504.27730586333,363425.27805819345,350080.5871326018,447917.8376889752,145199.13788993377,156712.8631876409,98685.43136305184
Calcasieu Generation CT G102,181167.12623595184,26514.57158580717,20119.15288154295,54860.916845589396,265312.99087883346,257459.1524802557,315978.13920515624,327865.3989079953,440289.66575403477,129800.3885353929,178379.98209358775,121847.43843165008,785819.1880264472,38211.01416647362,50652.16193337078,199565.50240336586,316940.74638386525,280258.49556558917,357360.0551309646,347727.28762240475,463401.86083359015,139666.77696597343,160554.95320247798,86167.07476554278
Calhoun Project CT PC1,136617.13561999126,213434.0469031703,233399.47131934602,197858.47506931506,196076.69967160406,144916.3247693156,220541.5305209589,362454.31703095906,148739.9535343155,402573.85295095865,90024.49156931526,106697.2367677331,143286.83276966863,212372.54022424165,230144.9564706363,183272.88790931506,208118.89050063636,150613.65748931578,218496.8093696684,368290.65410095855,146487.83896931555,405836.6878167653,96726.6000193154,122107.36189999124
Calhoun Project CT PC2,117318.13698837829,200612.80490674166,224945.7592419266,184468.20221931514,182123.92369031368,124151.42840431526,208553.95402902344,345234.4087709591,130665.72474431535,393701.54556063615,74912.45818931528,80939.73661612027,122183.27791224916,199795.530417813,222044.89705612021,172541.26380931513,190940.9599980557,127316.55839931525,207052.2730341846,349795.8221309587,129128.82121931543,396474.41889741045,78814.25656931518,91854.17748934597
CalPeak Power - Border Project CT CPP4,91653.42707941191,234203.61812480376,97441.81795922611,142982.29428151212,117249.43235365668,191868.32693126475,369722.14428720245,60912.795690595536,122967.93088081336,176979.33561495668,126984.57486833344,77533.95392267845,60497.95142474762,248624.34889930318,90025.81737124722,154723.28695582607,124368.36862596229,192404.35855143235,563547.3606500234,68322.5892766949,120515.73743333665,175895.3324685936,146355.03148373353,98228.8044074915
CalPeak Power Enterprise CT CPP7,90372.30653439838,222461.4680248521,96351.14608248566,139438.1441303287,114096.55895068581,183432.14636550887,355156.24649386137,63840.536430129636,119716.66535148298,171547.04663155766,124169.73178547446,79318.7463236377,63730.337956492585,237155.7597001821,88700.66480259792,150869.80923765164,121027.00887325566,183975.40368251645,544608.4973783032,71433.1970185662,117269.88955284047,170507.73550155753,143447.46599374118,100017.00607297863
"Calumet Energy Team, LLC CT11",15794.998490952297,2804.0832234051413,49307.93319788765,39305.649306301435,167342.195108855,13818.791572968017,5844.5188096616475,50633.87572788793,102342.81455963489,24406.86997256522,95980.03821296798,-14843.087182918833,22791.771842403883,6652.970911262295,54114.93759788761,42329.03505630139,172948.97671998412,15675.265972968053,9642.508536919864,51461.07778240422,102149.51375963469,23090.828322565278,94741.61325963464,-16775.51358275755
"Calumet Energy Team, LLC CT12",14658.61791950064,2195.586983405148,48395.188837887654,37708.346676301415,163995.46578885504,12601.799092968024,3638.719939661649,48656.2629478879,99908.82959963492,22961.691402565186,95394.97134963467,-15763.519742757526,21574.779362403897,6014.822183405166,53202.193237887615,40731.73242630137,169555.6093888551,14458.27349296806,7360.647636919821,49443.99274788799,99715.52879963475,21645.649752565274,94209.17904963461,-17688.257942757544
Cambridge CT GT1,19126.334803998587,-9412.076523835614,-10420.513294246575,-10084.367704109589,-9673.98341130464,-10084.367704109589,-10420.513294246575,-10420.513294246575,-2640.3114326873683,-10420.513294246575,-10084.367704109589,-10420.513294246575,19296.367591998587,-9412.076523835614,-10420.513294246575,-10084.367704109589,-9595.587483304638,-10084.367704109589,-10420.513294246575,-10420.513294246575,-2602.903520687367,-10420.513294246575,-10084.367704109589,-10420.513294246575
Cambridge CT GT2,450067.9595720603,169115.790589515,120856.43732822394,94844.25675044037,280241.92943531234,158123.6089257958,234479.6621339536,300035.8509580816,286931.1310096403,137746.5768332738,200105.1760999737,98269.26644096787,482358.007446245,188416.939518415,156372.7176969202,133675.66222972938,327284.4868081514,179376.1870929069,269162.93460170715,319604.3564217076,303521.69679217396,150258.3262611713,180488.8314523071,68379.46194647781
Canaday ST 1,-172614.57309874095,-115064.92072739308,-165300.25888953768,47220.35853686207,-119656.35808030548,-88609.23352847128,-108003.09582751509,11907.94192215905,-156042.77312620453,31771.672959497344,-18016.630305871222,-167288.3643655893,-171056.77308205387,-86281.59403003586,-163258.30532553775,51217.874664862175,68500.95351583959,-87618.54920447122,-105217.54549847964,14348.080542159005,-154479.33831820454,36944.18513449762,-18035.4337538713,-167881.8526615893
Canal CT 3,4867077.964897683,2430477.8329471163,1824222.920746001,72333.72387506979,462720.7884099997,331406.62867506826,883503.7895594836,1415460.2315318082,2329060.46511107,733008.9256280625,612255.6069370686,3216513.0187276807,4873687.773784206,2387294.3749175384,1198813.3200597453,41648.597273069434,451752.692789354,351205.14841106744,908768.3022730976,1439896.1493041946,2288953.1122780717,621230.6128847728,597310.2575430704,3333152.5288125877
Cannon Falls CT UNT1,131331.7122135275,57003.57098261939,44371.736201515625,36902.69038263084,87888.51434795157,57518.43665414197,83822.71899705462,101663.7024052547,86758.96344051526,53240.271211983,73359.4159851909,46026.26808206343,142791.84045073873,63457.55155028787,57841.84080133573,51031.03029989322,103767.76998364739,64135.427278862,95984.45701641517,108063.23401200928,92397.826080942,57166.2542100708,66446.32724495971,34797.69121152245
Cannon Falls CT UNT1,131331.7122135275,57003.57098261939,44371.736201515625,36902.69038263084,87888.51434795157,57518.43665414197,83822.71899705462,101663.7024052547,86758.96344051526,53240.271211983,73359.4159851909,46026.26808206343,142791.84045073873,63457.55155028787,57841.84080133573,51031.03029989322,103767.76998364739,64135.427278862,95984.45701641517,108063.23401200928,92397.826080942,57166.2542100708,66446.32724495971,34797.69121152245
Cannon Falls CT UNT1,252335.56230974337,109524.40880521046,85254.10060035578,70903.37110128962,168865.51857711928,110513.65136169517,161053.660048717,195332.62058756588,166695.2440974718,102293.75333168916,140949.88309632984,88433.05277725747,274354.59986083227,121924.83204062021,111135.02731088537,98049.00514076106,199375.2928910244,123227.27567942531,184420.74291130534,207628.42774101178,177529.53195664537,109836.98193005152,127667.34755969406,66858.90887239878
Cannon Falls CT UNT2,137171.60808657337,61705.79712405923,49076.47878960334,41090.13205426633,93523.20158210385,63283.94491173299,93076.45056319295,111144.40051194612,91243.73741271083,59524.17807810613,81936.0018134131,54460.42905219917,149657.34113822255,68901.13653738491,64654.22874702258,57919.21038607991,110916.84682264598,70664.2486979731,107005.12722137579,118111.86421601183,97502.96431631966,64200.162934574015,74120.11001805306,41348.75811855298
